AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,label
353.087041,177.585156,55.543632,30.621565,9.36988,934.711331,466.07958,138.082862,71.779323,21.367767,849.935558,414.068229,125.575727,64.294265,19.489485,851.471062,376.582381,128.836244,62.490519,19.060559,978.022512,469.765746,160.356904,68.103309,24.869558,122.21712,98.48298,43.028415,23.253824,8.999292,991.665703,457.092417,134.13404,67.201339,20.005445,769.785552,369.582586,105.675781,55.076442,17.106838,446.719954,258.883197,78.699205,44.444616,14.506369,891.251211,439.570438,124.548641,67.252989,19.536697,787.785584,435.283356,125.789149,65.696836,19.711422,371.06694,211.543109,61.934598,35.381234,10.326859,1
381.320487,186.13923,60.591517,34.814924,8.866496,1021.844973,484.16995,148.574895,81.380614,20.247216,927.679735,433.211832,135.876171,73.394559,18.619689,932.003501,392.090126,139.226888,71.433626,18.027104,1077.909679,488.435572,171.707096,76.295749,23.015871,133.517854,102.788254,46.600647,26.171248,8.526533,1093.041288,479.013335,144.620834,75.84066,19.105579,849.108349,385.440207,114.500921,61.982249,16.438787,486.250844,270.938206,85.910157,49.844232,13.788514,970.589706,460.084814,136.250265,75.839547,18.457605,846.728999,454.274431,138.153569,74.678858,18.951212,404.659123,219.795594,67.655617,40.087905,9.839033,1
366.865765,171.586602,62.585551,38.119101,7.917177,1000.59234,441.265083,150.714541,89.006072,18.141769,907.348422,398.796721,139.004485,80.638345,16.800611,915.69354,359.244222,142.430015,78.817441,16.050398,1069.481927,447.656436,174.278407,82.340903,19.924783,131.126787,94.728019,48.021556,28.432693,7.605126,1084.164586,442.948637,148.391134,82.666438,17.286166,842.505519,354.227087,117.689296,67.411841,14.979777,475.179796,250.136565,88.843024,53.84915,12.442988,946.563785,423.888973,141.351087,82.039588,16.472177,815.19408,417.108803,143.6681,81.691454,17.353819,393.784896,200.520093,69.747236,43.595916,8.8881,1
317.386016,138.818954,61.188217,39.778698,6.774202,886.412639,351.870919,144.233045,93.020621,15.613891,801.841917,322.619127,134.664231,84.375536,14.525277,814.389135,289.28671,138.029718,83.210068,13.711185,963.390962,361.019991,167.816047,84.955769,16.475051,116.863361,76.944473,46.963003,29.493192,6.530539,975.145811,360.814061,144.835988,86.14849,15.069242,759.665327,286.403432,114.772991,70.184416,13.142125,419.482882,203.431377,87.076524,55.566315,10.815266,833.714323,343.183388,139.068011,84.489083,14.133072,707.455857,336.12466,141.22379,85.129426,15.348457,344.894974,160.231765,67.918985,45.072104,7.73192,1
251.847456,98.41662,56.238838,39.048912,5.646252,724.242203,245.005528,129.532095,91.703978,13.104408,651.464732,229.353718,122.88363,82.996655,12.212379,666.139535,204.996329,126.063646,82.907313,11.49992,799.542613,256.215491,152.219585,82.845285,13.369012,96.101808,54.977568,43.195449,28.823967,5.555516,807.968512,258.856981,133.361753,84.747863,12.872005,631.394209,203.756147,105.503104,69.066574,11.266844,339.859164,145.656859,80.347544,54.162073,9.172237,674.978889,243.962952,128.825079,81.975215,11.884428,563.663863,237.141411,130.231861,83.48881,13.265357,276.323841,111.900092,62.12645,43.80419,6.576214,1
191.285345,61.80365,48.367655,35.577258,4.662906,565.348013,150.782821,108.78031,84.09352,10.876986,503.454509,145.212422,105.183231,75.730096,10.135625,517.358391,130.105569,107.956039,76.733394,9.705585,628.967269,162.550479,129.058241,75.375878,10.954861,75.586193,34.888939,37.109472,26.184244,4.817149,634.318284,165.921976,115.105748,77.682163,10.92845,498.007484,129.619315,91.045774,63.390583,9.576408,261.221474,92.910043,69.456813,49.317217,7.681819,520.15853,154.187298,111.72943,74.078043,9.976174,427.87537,147.677493,112.129776,76.122354,11.317981,210.466396,69.01674,53.177823,39.569995,5.546409,1
151.909636,37.797601,39.023054,29.664312,3.918042,452.503831,90.624237,85.689146,70.706349,9.143195,394.714916,89.694441,84.592607,63.202681,8.500494,403.677568,81.615141,86.671254,64.964807,8.494041,492.593495,101.020219,101.919776,63.100407,9.339487,60.630284,21.182599,29.762401,21.809801,4.367212,496.001245,103.420572,93.172565,65.488019,9.39226,392.192337,80.836063,74.007645,53.537638,8.257494,202.718297,57.249333,56.331311,41.49917,6.505686,407.295626,94.673924,90.754962,61.573966,8.563213,331.017975,88.428321,90.366328,63.731276,9.718073,164.253575,41.392055,42.694432,32.830523,4.74362,1
138.567934,28.884389,30.467497,22.358836,3.50698,399.336238,68.972956,65.533522,53.862788,8.164596,341.163186,67.840727,65.778766,47.638852,7.5104,342.170848,63.329208,66.902432,49.807654,8.010706,412.210001,76.356295,76.61048,48.02021,8.559309,53.156026,15.139098,22.783171,16.485387,4.21221,414.737577,76.983316,72.601053,50.278257,8.426003,330.15784,61.299037,58.339796,41.140012,7.507214,172.926409,41.960506,44.009426,32.022316,5.837865,352.807064,70.769777,70.829818,46.573296,7.795743,286.172398,65.018263,70.215147,48.494655,8.736642,144.356196,31.178882,33.10221,24.765066,4.280385,1
144.330136,31.193183,24.89398,15.252236,3.490341,394.408599,74.670422,53.125262,37.251947,8.138346,332.590823,70.759557,53.353803,32.425797,7.297238,324.59437,67.010331,53.271102,34.873587,8.316477,381.558232,78.443725,59.101881,33.25931,8.595866,51.886757,14.93789,17.745477,11.375526,4.316852,382.799575,77.01828,58.366852,35.332188,8.142545,306.53529,62.720747,47.815853,28.800697,7.444561,166.929231,41.782516,35.487086,22.80633,5.807588,345.061639,72.937692,56.959099,32.160454,7.766495,283.275238,68.096403,56.634831,33.624818,8.577617,145.548963,33.331237,26.755136,17.053054,4.233796,1
164.357468,37.892835,23.380032,9.934516,3.816463,429.079061,90.315282,50.574474,24.63325,8.978531,361.998791,83.461985,49.725703,20.976395,7.771473,345.005791,79.283865,48.147965,23.835404,9.241947,394.855102,90.761433,52.655182,22.017426,9.244306,55.517574,17.346859,15.49902,7.628273,4.584638,394.103722,87.502377,53.171423,23.994178,8.460797,315.65577,72.016183,44.455614,19.249609,7.965662,180.533188,47.767571,32.418077,15.810774,6.339667,375.984135,85.317203,51.994398,21.420422,8.370579,315.090599,81.620326,52.075065,22.347154,9.176839,163.567171,40.001212,24.889364,11.342328,4.557173,1
194.628197,44.523767,24.794509,7.305622,4.324733,494.670081,105.67441,54.770723,18.152102,10.300871,422.414887,96.468596,52.567462,15.223677,8.632449,397.024672,92.612468,49.247151,18.773741,10.414393,446.210903,102.867494,54.715397,16.168425,10.148554,62.713502,20.135518,15.416351,5.86914,4.887638,442.162921,98.292312,54.569062,18.147949,9.119664,353.394518,81.082344,46.187,14.116953,8.756814,209.274518,54.181299,33.440628,12.134737,7.174875,437.543686,97.891184,53.849681,16.075532,9.322077,375.865065,95.200729,53.981981,16.458545,10.195857,193.425565,46.408475,26.354509,8.535015,5.089101,1
228.841068,48.455184,26.993342,7.174347,4.819367,573.824293,115.43645,60.662508,17.455117,11.594774,496.494594,104.283369,57.235921,14.775449,9.514439,463.868392,103.15209,52.118757,19.1718,11.443926,516.061212,109.379251,59.813519,15.449775,10.947772,71.903268,22.105737,16.126645,5.936358,5.114504,506.855946,103.827061,57.664577,17.43085,9.808447,402.935815,85.497194,49.112659,13.255944,9.463163,244.135414,57.690595,35.748919,11.594137,7.98466,510.703639,104.98389,57.945102,15.711474,10.272917,449.401395,103.260606,57.462397,15.592305,11.184653,227.306267,49.919185,28.838448,8.376459,5.62503,1
260.577564,49.426092,28.300996,8.559711,5.153172,651.847797,119.605699,64.367652,20.368963,12.450536,569.286899,106.450743,59.955092,17.557276,10.149468,529.622225,110.611142,53.332835,22.672877,12.092754,587.295733,110.533883,63.385128,18.030705,11.414779,80.562083,23.233681,16.534707,7.103864,5.208575,572.571078,103.917219,58.771863,19.843905,10.293359,452.545072,84.910362,50.181131,15.153055,9.843412,276.381294,57.80165,36.969301,13.055964,8.510461,581.137454,106.255432,60.471633,18.380869,10.959304,521.036987,105.597069,58.820353,17.853398,11.788186,258.25183,50.507518,30.448117,9.799306,6.004744,1
276.878305,49.273962,28.370693,10.374118,5.266349,695.741536,122.065919,65.165503,24.430281,12.700205,610.331917,106.755192,59.847147,21.260059,10.436827,565.339508,116.705712,52.36644,26.745725,12.323777,626.518238,110.787066,64.323821,21.759042,11.488755,85.493834,24.358877,16.419049,8.546525,5.166789,606.807236,102.759665,57.341911,23.129416,10.475853,477.202518,82.514161,48.815606,18.000621,9.828762,291.895315,56.716903,36.410985,15.198235,8.640389,618.211931,105.926861,60.438841,21.928235,11.273978,563.467109,106.402853,57.441863,21.157865,11.869244,273.802583,50.281037,30.693343,11.647583,6.163615,1
273.825605,49.740431,27.610795,11.816562,5.153283,693.274538,126.077485,64.066838,27.775063,12.340739,608.058407,108.705492,57.771538,24.203491,10.353674,560.341424,122.556515,50.474503,29.652723,12.182796,622.209419,114.101518,63.459488,24.935233,11.184558,85.190492,26.023773,16.036581,9.635406,4.996163,598.729326,104.255136,54.609661,25.661505,10.310617,468.04895,81.485593,45.873937,20.388652,9.458233,285.932472,56.654026,34.437248,16.987537,8.361392,610.990304,107.802789,58.535861,24.773368,11.174872,565.060232,109.263252,54.387661,23.954788,11.430997,269.658873,51.044494,29.913994,13.078883,6.087706,1
252.053264,50.796334,26.246051,12.35453,4.83951,646.263493,130.748681,61.579251,29.133523,11.469547,562.459535,112.015746,54.340142,25.309627,9.900937,515.767406,126.290308,48.293209,30.442874,11.714997,575.596195,119.839862,61.312796,26.353605,10.544305,79.629854,27.903396,15.496352,9.950175,4.701219,549.932415,108.141603,51.305644,26.361306,9.786632,426.828694,82.136446,42.077108,21.325882,8.826829,259.192107,57.715187,31.432674,17.662662,7.726063,560.888129,111.592398,55.200357,25.860685,10.651859,523.164899,113.566002,50.515264,25.167005,10.556673,246.860565,52.675832,28.338535,13.535242,5.786114,1
214.535837,51.075802,24.345403,11.721608,4.372474,557.375046,131.867087,57.793614,27.7983,10.259374,479.756288,113.280561,49.872995,24.052831,9.113567,437.716012,124.284259,45.788676,28.73513,10.955709,491.908923,123.609209,58.109536,25.337787,9.656483,69.271221,29.02344,14.789835,9.316974,4.291019,466.784213,110.498895,47.695419,24.715203,8.951326,359.138602,82.019726,37.917439,20.264155,8.058264,216.151099,58.156066,27.895992,16.756686,6.846084,475.009477,113.64335,50.706344,24.619574,9.749301,445.227668,115.662173,46.346507,24.148342,9.396679,208.628372,53.421527,26.095536,12.74238,5.293404,1
166.203678,49.337637,21.89245,10.030968,3.810562,436.266371,126.487182,52.586355,23.922677,8.903088,371.356426,109.565662,44.429515,20.663535,8.06788,337.334174,114.855767,42.510524,24.789574,9.959289,382.156587,121.397984,53.709339,22.024608,8.642694,55.47459,28.54992,13.764529,7.881649,3.792622,360.439036,107.812527,43.549608,20.990124,7.902115,274.404761,78.841867,33.540174,17.340773,7.247275,163.090133,56.392444,24.155025,14.351152,5.860965,365.486055,110.695492,45.113219,21.22304,8.576237,343.707262,112.393192,41.914621,20.977856,8.120059,160.372846,51.785498,23.220596,10.831022,4.665297,1
116.497914,45.116699,18.973585,7.783063,3.225202,308.91541,114.093223,46.01248,18.610642,7.583192,258.927944,99.818551,38.143956,16.130725,6.901444,235.294561,99.021502,37.95104,19.54858,8.83881,268.927562,111.398067,48.030321,17.417846,7.660941,41.042535,26.311119,12.284326,6.112528,3.262415,252.01215,98.710952,38.712799,16.271473,6.792575,189.768968,71.648464,29.080645,13.399074,6.459611,110.806319,51.828509,20.523095,11.116934,4.922877,253.808628,101.389923,38.631323,16.630592,7.309389,239.420598,102.412753,37.165318,16.527646,6.893784,111.410529,47.16901,19.841381,8.335435,3.984158,1
76.887525,39.959221,16.068244,5.65262,2.688558,206.848932,99.448779,39.086738,13.458977,6.452193,169.377638,87.508224,31.907713,11.788108,5.783562,156.868128,81.72588,32.63766,14.344671,7.792442,180.895193,97.428708,41.894397,12.944584,6.847514,29.653148,23.354245,10.50354,4.59873,2.762318,167.877828,87.154418,33.947476,12.004669,5.778732,125.148691,63.257631,25.173527,9.609475,5.740977,71.896644,46.391586,17.563412,8.006821,4.155656,166.207435,89.225448,32.271631,12.179507,6.13381,157.572659,89.058616,32.764682,12.064911,5.851917,72.981029,41.26179,16.490039,5.961521,3.339877,1
56.164377,36.128586,13.825309,4.205929,2.26553,155.0944,88.839049,33.389268,9.89048,5.625221,122.965826,77.732731,27.012348,8.764317,4.877752,120.582529,68.926926,27.851868,10.392125,7.042014,140.181547,85.446407,36.598348,9.849139,6.27852,23.883099,21.07614,8.77727,3.780653,2.34503,128.141821,78.635761,30.403707,9.39519,4.986132,96.103729,57.468679,22.633886,7.014963,5.138323,55.33129,42.715766,15.879572,5.842171,3.635532,122.554574,79.406868,27.416235,9.02019,5.204194,116.779625,77.393742,29.69304,8.760428,5.092202,53.708991,36.536169,13.881532,4.309674,2.817654,1
55.969842,35.559087,13.023975,3.680765,2.010747,157.891684,87.188836,30.927678,8.553564,5.179866,122.883821,74.937356,25.090865,7.543098,4.319483,128.294901,65.046329,25.47937,8.345589,6.77574,149.306004,80.743579,33.996332,8.732089,5.992246,24.135846,20.506942,7.610237,3.784805,2.067239,135.576296,77.450782,29.538508,8.927058,4.515845,103.972729,57.252896,22.40326,6.113454,4.697497,61.842537,42.849549,16.069661,5.00719,3.397987,125.973452,76.442963,25.6667,7.673333,4.647229,120.791729,72.13251,29.187499,7.250521,4.666191,55.243934,35.109138,12.833106,3.646588,2.492519,1
70.617771,37.726007,13.463318,3.873147,1.918005,199.435056,92.952401,31.430639,9.002237,5.050638,156.329062,78.253909,25.840417,7.740971,4.106071,166.52815,68.61975,25.572256,8.036806,6.996834,193.114649,82.893576,33.889444,9.236955,5.900936,28.528138,21.38151,7.062366,4.360805,1.936719,176.122932,82.33472,30.848662,10.080565,4.34059,137.163787,61.493226,23.925393,6.587854,4.383582,84.059713,45.998133,17.568998,5.264902,3.381903,163.249754,79.541289,26.586141,7.785585,4.450885,157.132648,72.745918,30.661977,7.312962,4.502811,72.116748,36.603561,13.143937,3.77458,2.366717,1
88.655676,40.495388,14.152878,4.297634,1.936173,248.854523,100.299295,32.789227,10.067566,5.084585,196.923183,83.244691,27.299761,8.42932,4.124156,209.017215,74.52063,26.663069,8.663666,7.5333,241.654764,87.512275,34.466135,10.39109,5.852308,33.477884,22.508125,6.835017,5.049974,1.914969,221.900312,88.483209,32.297068,11.730308,4.346584,173.946359,66.44784,25.454241,7.596352,4.12996,108.244082,49.523743,18.951621,5.980308,3.472736,207.32433,84.379169,28.045799,8.449223,4.495763,199.711575,75.357207,32.046333,8.123196,4.47997,92.392244,38.957192,13.767783,4.207915,2.384795,1
101.045969,41.703287,13.932398,4.593402,2.034556,280.804164,103.363777,32.240821,10.845355,5.21844,223.70458,85.282278,27.098524,8.944017,4.295218,235.289347,77.704234,26.634226,9.476356,8.221823,270.983223,89.517502,33.368252,11.460461,5.788592,36.377633,22.697147,6.580338,5.529524,1.976102,250.075647,90.993729,31.623893,13.06929,4.475561,195.798359,68.652183,25.132365,8.5366,3.95399,122.968229,51.06344,18.844725,6.677636,3.613509,236.05625,86.481456,27.69889,9.011129,4.699158,225.297551,76.298642,31.22147,9.02452,4.564181,106.230413,40.11003,13.546577,4.605521,2.506367,1
106.808018,41.255636,12.489267,4.728015,2.227597,293.207982,102.076457,28.870618,11.179733,5.543784,235.346657,84.140731,24.4963,9.262485,4.649513,243.577462,77.56414,24.497304,10.096171,9.029899,280.042077,88.066557,29.829608,12.298259,5.821593,36.834421,21.78145,6.249153,5.746358,2.139405,259.52314,89.474821,28.361243,13.953849,4.787687,202.746017,68.346945,22.62668,9.364426,3.981495,128.581192,50.72304,17.04417,7.279689,3.836021,247.539229,85.534792,25.001935,9.454456,5.074811,232.254316,75.784761,27.864721,9.915635,4.838515,112.353584,39.957507,12.188296,4.96116,2.736167,1
