AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA
1.282873,1.307887,1.213396,0.414516,0.294007,3.074539,1.407201,1.156758,0.276451,0.252851,1.598271,1.46029,1.271619,0.540268,0.275586,0.799888,0.499097,0.405219,0.193549,0.344468,1.918238,2.097417,0.597036,0.791974,0.77552,1.018472,1.433544,0.537274,0.462959,0.59224,2.538446,1.866643,0.921253,0.475756,0.387265,2.417847,1.711102,0.708279,0.709638,1.189422,3.428561,1.923945,2.512145,0.979599,1.426331,2.625248,1.736614,1.030437,0.534499,0.371125,3.765763,1.983382,2.543582,0.904755,0.930177,1.206745,0.652078,0.724539,0.261875,0.268027
1.491401,1.332162,1.177161,0.407851,0.280858,3.552558,1.566676,1.152511,0.277385,0.265604,1.943344,1.495633,1.248198,0.552891,0.274788,0.881012,0.547912,0.431287,0.20067,0.324571,1.807229,1.756792,0.598866,0.776154,0.732576,0.962782,1.121843,0.561879,0.517264,0.593565,2.566333,1.491504,0.865712,0.507286,0.395926,2.510857,1.417887,0.610147,0.697344,1.092317,3.012657,1.754164,2.199672,0.803008,1.135522,3.332911,1.811908,0.898038,0.51357,0.340786,3.557152,1.861256,2.148471,0.818269,0.683697,1.437894,0.7046,0.647057,0.263667,0.258911
1.660725,1.339293,1.056535,0.401173,0.266618,3.715772,1.758595,1.131543,0.30109,0.282315,2.251008,1.429496,1.138622,0.538204,0.26552,0.876569,0.564283,0.460766,0.20506,0.301935,1.609293,1.392816,0.583352,0.774777,0.688006,1.002898,0.890612,0.573281,0.566454,0.589187,2.764879,1.171244,0.771972,0.526208,0.394183,2.693132,1.17839,0.507569,0.675376,0.97422,2.885076,1.57146,1.769987,0.644225,0.847998,4.022819,1.815026,0.748527,0.471341,0.304373,3.749417,1.794184,1.687286,0.718484,0.538752,1.668522,0.762402,0.560671,0.266495,0.245815
1.716044,1.346611,0.892583,0.403938,0.251437,3.588486,1.98857,1.096753,0.348758,0.29791,2.407855,1.277682,0.973262,0.513808,0.25061,0.784299,0.552713,0.478811,0.20826,0.281462,1.349904,1.126617,0.542141,0.79775,0.652461,1.173755,0.827054,0.587853,0.605346,0.588311,3.238653,0.977584,0.653739,0.522475,0.387466,3.057296,0.995493,0.411656,0.643477,0.846969,3.284712,1.397311,1.299581,0.503887,0.586947,4.527542,1.731436,0.612499,0.418044,0.266285,4.689627,1.746596,1.239323,0.606789,0.455442,1.828492,0.793506,0.493102,0.271928,0.229433
1.654501,1.357209,0.73624,0.422002,0.236706,3.42297,2.186519,1.017042,0.417888,0.309671,2.387774,1.080111,0.79694,0.499267,0.236615,0.635819,0.520759,0.468476,0.214333,0.26612,1.080689,1.031525,0.494495,0.832605,0.631191,1.448847,0.942487,0.630766,0.627116,0.605955,3.930776,0.937232,0.55208,0.493009,0.38548,3.589138,0.870428,0.348524,0.60614,0.722783,4.319703,1.273436,0.905926,0.393781,0.389438,4.703495,1.570155,0.524449,0.371121,0.23283,6.747113,1.716925,0.91773,0.497181,0.41675,1.898951,0.784638,0.466708,0.281294,0.213603
1.477187,1.360816,0.623921,0.45539,0.224733,2.937279,2.299124,0.923143,0.498901,0.316984,2.175576,0.894992,0.654149,0.50771,0.22998,0.477893,0.47992,0.43074,0.229229,0.257773,0.854968,1.099717,0.463807,0.85198,0.618925,1.738595,1.168117,0.716928,0.626675,0.648301,4.625202,0.996282,0.511912,0.447597,0.393245,4.1645,0.799049,0.351535,0.571217,0.61193,5.866551,1.219374,0.676944,0.325002,0.275335,4.513123,1.363216,0.507372,0.34664,0.208755,9.64613,1.695423,0.810627,0.40914,0.410764,1.868047,0.743361,0.483633,0.296163,0.202262
1.266124,1.333309,0.568465,0.495275,0.216988,2.739411,2.252498,0.817621,0.571491,0.319354,1.864373,0.778121,0.579978,0.536925,0.231979,0.357485,0.439498,0.385168,0.260669,0.257541,0.68187,1.251231,0.459682,0.833194,0.603466,1.917931,1.393903,0.83039,0.603374,0.704755,5.036592,1.065732,0.554448,0.406691,0.406948,4.588119,0.765248,0.435086,0.554059,0.522631,7.542639,1.245934,0.63006,0.295551,0.23393,4.00403,1.146943,0.55632,0.348084,0.194528,12.79637,1.711334,0.916301,0.356476,0.421603,1.783718,0.696634,0.523234,0.315368,0.19599
1.313178,1.262637,0.56624,0.531951,0.212304,2.680504,2.005724,0.73534,0.612637,0.315688,1.632789,0.746034,0.584288,0.578824,0.237779,0.313716,0.400016,0.355204,0.315691,0.266327,0.561527,1.377054,0.48502,0.777304,0.577592,1.893499,1.528811,0.925526,0.565408,0.75478,4.949687,1.083668,0.66629,0.389903,0.418132,4.677733,0.754559,0.588387,0.570576,0.460507,8.898011,1.359899,0.715684,0.298742,0.233062,3.437771,0.956823,0.641122,0.371832,0.186572,16.1196,1.911,1.16454,0.342794,0.433715,1.923871,0.695911,0.563412,0.337657,0.191421
2.236627,1.246998,0.588824,0.564193,0.207311,3.939335,1.654828,0.678402,0.610221,0.304665,1.769235,0.820019,0.642909,0.633841,0.238774,0.358993,0.355411,0.353186,0.399383,0.285489,0.494205,1.39562,0.53499,0.708565,0.545909,1.654803,1.543534,0.952725,0.526089,0.781145,4.322005,1.041851,0.806871,0.405985,0.419091,4.345903,0.763152,0.783081,0.628478,0.427947,9.852649,1.541688,0.844832,0.332469,0.240787,3.276253,0.859851,0.718376,0.416724,0.17969,20.483439,2.464233,1.433845,0.364192,0.434693,2.93508,0.858998,0.580419,0.364796,0.183206
4.673829,1.431304,0.601523,0.601853,0.20046,6.974095,1.380245,0.63949,0.576674,0.286579,2.507931,1.020456,0.713773,0.713501,0.229582,0.465338,0.309496,0.379145,0.509163,0.314484,0.468768,1.299122,0.596053,0.662724,0.525344,1.277113,1.461868,0.897125,0.496903,0.777717,3.32526,0.972317,0.934651,0.447453,0.408846,3.682954,0.793472,0.984516,0.716882,0.425748,10.590993,1.780489,0.94015,0.395295,0.240618,3.983018,0.92782,0.752176,0.482903,0.172332,27.158574,3.510298,1.605364,0.411037,0.420657,5.441452,1.313356,0.558119,0.400353,0.168863
8.692624,1.872498,0.589095,0.660164,0.193858,11.796908,1.317965,0.608351,0.549443,0.264596,3.87021,1.31813,0.765357,0.830868,0.212619,0.619682,0.272039,0.421368,0.634904,0.349095,0.520035,1.149687,0.648135,0.669006,0.538722,0.905412,1.344114,0.772983,0.483278,0.750418,2.315837,0.909654,1.020612,0.493795,0.393708,2.910549,0.838772,1.161581,0.806109,0.457833,11.363696,2.030631,0.961606,0.475795,0.232716,5.688409,1.164127,0.734654,0.569028,0.16792,36.473412,4.982985,1.616228,0.47001,0.397803,9.475124,2.07016,0.502717,0.448369,0.151606
13.63204,2.488038,0.562217,0.748647,0.190169,17.684463,1.495023,0.59624,0.571627,0.242827,5.593957,1.64266,0.792334,0.98552,0.195895,0.769877,0.248906,0.466999,0.756083,0.379706,0.639828,1.038765,0.674495,0.738515,0.601042,0.64293,1.252327,0.615558,0.481534,0.711342,1.565453,0.87865,1.05237,0.524457,0.382642,2.276842,0.883727,1.287608,0.872317,0.532634,12.267576,2.233031,0.910665,0.55577,0.224886,8.010384,1.497392,0.683238,0.667113,0.170586,46.909342,6.560116,1.475463,0.527087,0.375992,14.253657,2.977082,0.438864,0.509856,0.137819
18.058947,3.08059,0.546994,0.858093,0.190771,22.462007,1.819049,0.632298,0.664255,0.224757,7.174596,1.906863,0.811568,1.152705,0.18842,0.899204,0.239476,0.506587,0.848505,0.395439,0.856669,1.039401,0.672337,0.859482,0.708903,0.560237,1.232315,0.459586,0.483866,0.672333,1.247459,0.901557,1.031833,0.53437,0.381497,1.897677,0.922236,1.346348,0.927086,0.654121,13.050873,2.34146,0.822029,0.616827,0.224875,10.176926,1.820988,0.62815,0.758956,0.182185,55.384694,7.812325,1.250652,0.57003,0.361736,18.364869,3.775422,0.394859,0.576216,0.133063
20.641308,3.410256,0.566172,0.958956,0.19571,25.240493,2.118682,0.738058,0.809605,0.214471,8.145298,2.021888,0.845712,1.287421,0.195495,0.972506,0.239983,0.531494,0.890087,0.389689,1.103974,1.164681,0.665598,0.994771,0.837784,0.6199,1.28556,0.347696,0.484179,0.64299,1.298017,0.97189,0.972116,0.534693,0.390718,1.757416,0.952903,1.336167,1.006189,0.812383,13.330799,2.317889,0.739201,0.643792,0.235776,11.438004,2.025488,0.598955,0.819842,0.201059,58.772233,8.333796,1.029979,0.591684,0.356178,20.474719,4.193597,0.389307,0.630796,0.140333
20.456965,3.30822,0.620651,1.01253,0.203879,24.43598,2.232503,0.905868,0.957498,0.216237,8.209196,1.928355,0.902424,1.34233,0.215965,0.992256,0.247039,0.535047,0.868248,0.363452,1.338825,1.357188,0.705057,1.101018,0.951227,0.75576,1.378829,0.322779,0.480513,0.628873,1.594102,1.061857,0.893997,0.542671,0.407023,1.762698,0.968602,1.266773,1.138045,0.981304,12.855482,2.149165,0.690396,0.629775,0.256855,11.369291,2.014246,0.606875,0.827398,0.22255,55.41989,7.914208,0.874714,0.589662,0.35845,19.761422,4.06237,0.419422,0.654872,0.158736
17.705597,2.774681,0.686787,0.990342,0.214705,20.888013,2.085863,1.096822,1.049135,0.233787,7.414913,1.637296,0.96322,1.291295,0.243927,0.960786,0.259115,0.514712,0.786332,0.32396,1.495305,1.529513,0.82058,1.150088,1.017087,0.891296,1.454027,0.398817,0.474153,0.632273,1.978596,1.122799,0.81507,0.568901,0.427853,1.823321,0.95788,1.162834,1.316118,1.129313,11.635726,1.851441,0.675694,0.580759,0.287109,10.009419,1.769997,0.634741,0.77415,0.241959,46.219274,6.653696,0.80351,0.566846,0.371151,16.540505,3.407549,0.462818,0.636708,0.184058
13.332332,1.990072,0.729587,0.890837,0.22931,15.296915,1.760063,1.247237,1.047637,0.268652,6.082772,1.23607,0.992495,1.143734,0.272841,0.903694,0.281559,0.468855,0.666845,0.28078,1.584587,1.610127,1.003377,1.126969,1.018735,1.000621,1.458538,0.546108,0.471,0.654818,2.374161,1.108719,0.740472,0.613602,0.453334,1.891405,0.908108,1.051634,1.49908,1.229983,9.998497,1.473043,0.671699,0.514523,0.326477,7.859513,1.371569,0.648552,0.673635,0.257672,33.858505,4.911766,0.799578,0.530459,0.399259,11.873885,2.448011,0.48951,0.578825,0.210923
8.849409,1.209681,0.720853,0.738494,0.248837,9.96174,1.388792,1.293773,0.951779,0.316207,4.68375,0.850052,0.963019,0.938243,0.29853,0.848561,0.325436,0.397435,0.5453,0.243609,1.62718,1.57828,1.209943,1.033193,0.961871,1.08536,1.382765,0.705507,0.476088,0.694755,2.727194,1.013077,0.67447,0.662594,0.4824,1.977693,0.826531,0.963578,1.630818,1.270736,8.468249,1.098285,0.656726,0.44963,0.373817,5.667054,0.956619,0.624091,0.552929,0.271233,22.220339,3.211139,0.83747,0.485233,0.444148,7.3051,1.48968,0.477686,0.494924,0.234581
5.285798,0.644568,0.658743,0.573583,0.273126,5.903289,1.084944,1.205347,0.799849,0.366069,3.524297,0.582695,0.878728,0.726988,0.319204,0.813145,0.399284,0.310882,0.465917,0.221126,1.680557,1.453987,1.383029,0.885318,0.869889,1.150725,1.253072,0.824655,0.490994,0.74136,2.975589,0.861047,0.62362,0.701366,0.509437,2.039744,0.742675,0.915596,1.678671,1.258018,7.240209,0.795752,0.632576,0.40175,0.425384,3.91466,0.65123,0.568614,0.44246,0.285008,13.500423,1.945492,0.905799,0.435046,0.500185,3.874825,0.777911,0.428231,0.40455,0.252349
3.181973,0.356681,0.572083,0.432385,0.297501,3.718833,0.901998,1.00256,0.645621,0.404188,2.75317,0.458201,0.775137,0.55434,0.332341,0.811544,0.502293,0.229814,0.45838,0.218008,1.747746,1.273996,1.473806,0.713692,0.775425,1.188147,1.101842,0.872712,0.512113,0.775743,3.060411,0.689018,0.595406,0.723346,0.523455,2.063786,0.698408,0.903867,1.648088,1.209035,6.412409,0.601757,0.621382,0.376609,0.473336,2.849507,0.498671,0.515583,0.362554,0.298315,8.619476,1.248429,1.006273,0.381673,0.552991,2.008873,0.396584,0.364547,0.323404,0.262212
2.197144,0.277378,0.502052,0.336629,0.313668,2.813821,0.806553,0.747413,0.536695,0.418226,2.242233,0.436849,0.699897,0.444407,0.333969,0.834942,0.611136,0.171412,0.525034,0.234359,1.794374,1.07446,1.465096,0.54904,0.706926,1.178714,0.958637,0.847286,0.532837,0.779578,2.937111,0.542203,0.595894,0.735824,0.513242,2.004206,0.729371,0.908256,1.579803,1.140964,5.756849,0.52125,0.645861,0.371893,0.509076,2.293417,0.463803,0.502564,0.319608,0.307406,6.50493,1.030173,1.132006,0.329108,0.584944,1.302577,0.276355,0.315898,0.260953,0.262625
1.774801,0.286207,0.471916,0.287365,0.313231,2.485957,0.717434,0.515364,0.491415,0.403606,1.841894,0.445165,0.676708,0.394815,0.320274,0.869155,0.696666,0.142377,0.638304,0.265949,1.74981,0.889098,1.384437,0.41591,0.677374,1.113976,0.84367,0.786964,0.549581,0.74601,2.628435,0.465912,0.631599,0.752381,0.474998,1.852856,0.862863,0.899025,1.520332,1.064489,5.027866,0.531601,0.705581,0.379974,0.525532,1.956983,0.470967,0.541289,0.306797,0.307197,5.495617,1.091897,1.246176,0.284881,0.58292,1.10967,0.261647,0.295873,0.218883,0.252619
1.506663,0.317485,0.479066,0.27049,0.293044,2.209241,0.633605,0.365901,0.497479,0.366706,1.481451,0.438382,0.694167,0.385314,0.290892,0.884829,0.741925,0.139549,0.750817,0.305221,1.578242,0.746699,1.288039,0.334844,0.680944,1.000475,0.780089,0.74477,0.561582,0.684131,2.207238,0.500486,0.69872,0.776385,0.415058,1.63432,1.101989,0.851132,1.488201,0.985172,4.193787,0.606873,0.772642,0.389579,0.518982,1.646122,0.470606,0.610513,0.31001,0.294407,4.653919,1.279581,1.304487,0.254622,0.545229,1.03474,0.251913,0.300465,0.192188,0.233199
1.339007,0.394009,0.499847,0.271316,0.258691,1.886262,0.60379,0.317808,0.533999,0.323755,1.231879,0.44283,0.714579,0.395268,0.25129,0.87909,0.749243,0.153464,0.812568,0.341336,1.299965,0.667255,1.237718,0.308252,0.697212,0.865726,0.780271,0.754874,0.572149,0.614404,1.789583,0.652513,0.776801,0.794633,0.346483,1.448121,1.408112,0.758151,1.465322,0.903016,3.463599,0.752042,0.809098,0.391303,0.492133,1.392452,0.484239,0.670141,0.317878,0.270817,3.981392,1.571943,1.287318,0.242086,0.483742,1.039242,0.266378,0.313983,0.175495,0.208969
1.318072,0.518346,0.498085,0.280654,0.221721,1.645866,0.647082,0.343966,0.58701,0.293209,1.176277,0.480863,0.694263,0.408392,0.210979,0.866435,0.730554,0.172264,0.799652,0.363805,0.992895,0.660773,1.269076,0.323183,0.703903,0.761993,0.845306,0.810549,0.579356,0.554155,1.513215,0.888131,0.828751,0.785126,0.28405,1.424455,1.715555,0.637637,1.427915,0.818477,2.993499,0.95623,0.781653,0.380837,0.454188,1.298676,0.535206,0.677665,0.323367,0.2431,3.586577,1.941204,1.177792,0.252253,0.418854,1.142188,0.32704,0.312028,0.166286,0.187328
1.42905,0.656655,0.459471,0.295764,0.194024,1.512102,0.75331,0.401465,0.646777,0.285821,1.314394,0.54635,0.622179,0.415405,0.179917,0.866413,0.697298,0.189548,0.725538,0.368792,0.761282,0.74,1.375178,0.360065,0.688717,0.718331,0.960096,0.873673,0.577655,0.512357,1.425309,1.139844,0.82556,0.732677,0.23944,1.63777,1.952302,0.5323,1.368122,0.738774,2.849694,1.169381,0.690815,0.361573,0.417424,1.368182,0.621419,0.620739,0.325405,0.219906,3.516865,2.294299,1.001937,0.288269,0.370273,1.300232,0.42595,0.285654,0.165258,0.175533
1.628807,0.770268,0.396168,0.315801,0.181675,1.486967,0.89294,0.455216,0.701424,0.298666,1.567554,0.617666,0.517879,0.413296,0.163537,0.87887,0.65533,0.202213,0.629608,0.360066,0.666124,0.898804,1.512572,0.40061,0.651966,0.733264,1.076887,0.893336,0.564635,0.492422,1.489088,1.322022,0.754651,0.640267,0.21732,2.043565,2.04983,0.473154,1.298512,0.671273,2.913506,1.324052,0.562211,0.34135,0.391095,1.561927,0.716757,0.51737,0.326452,0.207558,3.599426,2.501486,0.80324,0.348247,0.348442,1.472491,0.535522,0.240821,0.172858,0.176968
1.801108,0.824834,0.329537,0.336602,0.184813,1.54214,1.022691,0.484414,0.732463,0.32097,1.782451,0.661311,0.410605,0.403331,0.162458,0.882671,0.60354,0.211655,0.556315,0.34615,0.710734,1.108011,1.630904,0.430325,0.603317,0.76358,1.138648,0.839545,0.541632,0.492497,1.597348,1.369951,0.62649,0.526603,0.214705,2.465561,1.97172,0.461108,1.235365,0.621473,2.976758,1.370122,0.428759,0.32749,0.378618,1.7145,0.780052,0.397819,0.327901,0.208834,3.614905,2.471609,0.62118,0.422454,0.354364,1.57578,0.619911,0.189762,0.185401,0.190938
1.86395,0.810758,0.284732,0.354562,0.200868,1.654477,1.103844,0.492619,0.728096,0.342527,1.847164,0.654765,0.332245,0.390743,0.176313,0.849257,0.54093,0.223524,0.53485,0.335648,0.83374,1.348891,1.689532,0.443864,0.556706,0.791151,1.111313,0.721943,0.514882,0.506383,1.696046,1.269263,0.473338,0.418986,0.225546,2.758699,1.725772,0.474328,1.186829,0.596376,2.891826,1.289597,0.321587,0.323655,0.378922,1.752377,0.777408,0.295528,0.330434,0.223751,3.439872,2.186454,0.483591,0.496834,0.382817,1.589199,0.654186,0.148645,0.199706,0.21399
1.784088,0.747555,0.278739,0.369677,0.227352,1.844654,1.109676,0.492287,0.690866,0.358667,1.720163,0.600995,0.300757,0.380671,0.205402,0.763714,0.470164,0.241261,0.565768,0.332851,0.96484,1.615802,1.658749,0.446007,0.519711,0.790999,1.00855,0.580951,0.492694,0.525495,1.734399,1.06379,0.335436,0.341283,0.243882,2.761967,1.366393,0.486124,1.14903,0.600767,2.626513,1.122708,0.262802,0.328185,0.389658,1.626354,0.710552,0.235204,0.335005,0.250736,3.075646,1.736448,0.406019,0.556661,0.427033,1.511494,0.638186,0.129673,0.214796,0.241213
1.575187,0.674602,0.316028,0.382264,0.261432,2.066395,1.046055,0.494868,0.62997,0.368431,1.444447,0.528082,0.317546,0.373388,0.248552,0.634856,0.398098,0.260717,0.623001,0.335473,1.053022,1.89464,1.532595,0.448943,0.490386,0.782725,0.880435,0.467468,0.483418,0.54217,1.723862,0.837162,0.248699,0.305821,0.26531,2.555239,0.992372,0.484066,1.10788,0.63068,2.257533,0.949163,0.266341,0.336744,0.408091,1.403832,0.62341,0.230813,0.341342,0.286694,2.692307,1.304016,0.413765,0.592146,0.479533,1.371281,0.598721,0.143443,0.230625,0.267326
1.3008,0.628352,0.389206,0.393436,0.298846,2.398889,0.957564,0.501652,0.558686,0.372607,1.102935,0.470957,0.369506,0.366684,0.30088,0.503836,0.342837,0.274452,0.670667,0.336165,1.084122,2.1488,1.336622,0.46593,0.462903,0.757269,0.786287,0.430942,0.488869,0.553111,1.646391,0.671228,0.253074,0.308246,0.287462,2.174973,0.700733,0.484688,1.049645,0.672325,1.888596,0.83982,0.345817,0.345424,0.430047,1.132075,0.571885,0.286723,0.349092,0.326166,2.475071,1.080288,0.549147,0.607155,0.531986,1.213987,0.575103,0.197881,0.247436,0.288122
1.038276,0.634327,0.485643,0.403647,0.332158,2.739731,0.889997,0.509297,0.491315,0.371326,0.782025,0.459534,0.441243,0.357773,0.352874,0.405734,0.328632,0.278468,0.688326,0.327943,1.08437,2.327057,1.109084,0.501242,0.435287,0.727894,0.764375,0.499953,0.50331,0.560126,1.546366,0.621056,0.394415,0.33427,0.310078,1.863427,0.556948,0.527301,0.969614,0.705695,1.750062,0.850746,0.519197,0.353049,0.45006,0.910696,0.604442,0.403478,0.357937,0.360606,2.796327,1.214736,0.86199,0.615186,0.57506,1.111163,0.606846,0.295105,0.262839,0.300184
0.875042,0.708206,0.590276,0.411167,0.354093,3.046191,0.891445,0.511218,0.437966,0.365335,0.550623,0.519192,0.521281,0.346364,0.393999,0.370136,0.381743,0.274229,0.67808,0.309944,1.084414,2.396459,0.893025,0.558024,0.414303,0.676733,0.84072,0.669379,0.513686,0.566031,1.458038,0.724058,0.692747,0.369826,0.334818,1.75219,0.581699,0.635723,0.877426,0.715619,2.001198,1.007239,0.783939,0.358794,0.463616,0.800971,0.74505,0.569284,0.366095,0.382121,3.878603,1.742194,1.357355,0.629653,0.601441,1.113755,0.714195,0.424766,0.273283,0.302388
0.877143,0.847515,0.676031,0.414612,0.360426,3.287687,1.008405,0.492822,0.402882,0.35584,0.461769,0.661424,0.588304,0.339151,0.416736,0.403627,0.511372,0.264294,0.655056,0.288047,1.086031,2.344738,0.717097,0.631622,0.412573,0.611676,1.024275,0.894554,0.504548,0.573251,1.436421,0.985227,1.10681,0.4057,0.363103,1.89461,0.736419,0.794505,0.790356,0.698552,2.721145,1.274514,1.099039,0.362806,0.468985,0.840843,0.972623,0.746128,0.372548,0.387447,5.707532,2.525019,1.960034,0.655075,0.607212,1.244311,0.877708,0.556446,0.277484,0.296125
1.038845,1.039778,0.71749,0.410767,0.349528,3.453846,1.274113,0.444552,0.381645,0.342976,0.527414,0.875481,0.622652,0.343891,0.417034,0.484915,0.696761,0.249767,0.632603,0.270268,1.072072,2.184788,0.584941,0.708885,0.439448,0.545409,1.299529,1.116902,0.470596,0.581919,1.50109,1.364769,1.545019,0.439765,0.393105,2.228298,0.936515,0.951201,0.717359,0.657161,3.761918,1.570346,1.39436,0.363906,0.464446,1.01229,1.235583,0.884144,0.3749,0.376845,7.914933,3.310922,2.525465,0.679735,0.589288,1.475951,1.054877,0.650258,0.274729,0.282544
1.319738,1.251991,0.701667,0.398792,0.323362,3.569888,1.675071,0.37652,0.366367,0.326201,0.730718,1.123887,0.616271,0.364683,0.394894,0.581595,0.892947,0.230271,0.614278,0.262245,1.028134,1.969289,0.486246,0.772218,0.491383,0.483288,1.632784,1.282339,0.42081,0.590244,1.599529,1.786232,1.89888,0.474118,0.419649,2.580737,1.094796,1.05523,0.659098,0.599915,4.776322,1.801534,1.597388,0.361343,0.446924,1.248384,1.465517,0.947766,0.371407,0.352746,9.860074,3.837735,2.903173,0.687938,0.546434,1.739773,1.191395,0.677581,0.267035,0.261939
1.646705,1.43196,0.63741,0.381722,0.28861,3.614412,2.131599,0.306037,0.350095,0.307149,1.035237,1.349513,0.578325,0.398454,0.355588,0.660981,1.044325,0.205134,0.592547,0.264474,0.959642,1.762713,0.408042,0.806337,0.54912,0.438424,1.970152,1.352246,0.372725,0.595233,1.678864,2.156022,2.079476,0.510156,0.435656,2.77514,1.153677,1.080465,0.614524,0.540464,5.415804,1.893111,1.662494,0.357481,0.415525,1.482453,1.603316,0.933243,0.362202,0.319535,10.917264,3.933175,2.99873,0.668809,0.482558,1.96545,1.243836,0.637066,0.258177,0.235414
1.922238,1.515692,0.543841,0.36595,0.255255,3.562911,2.502941,0.244977,0.331234,0.289781,1.357897,1.484971,0.521796,0.435736,0.308508,0.698177,1.097923,0.173447,0.558044,0.273719,0.88031,1.607814,0.351852,0.806904,0.588317,0.403182,2.232277,1.314288,0.343823,0.596077,1.660104,2.359531,2.040665,0.549158,0.437303,2.70759,1.091395,1.024055,0.58939,0.494062,5.450985,1.798413,1.58191,0.356772,0.374472,1.641551,1.614358,0.861221,0.349736,0.282697,10.715853,3.557913,2.804714,0.627049,0.407836,2.087713,1.193795,0.550465,0.253564,0.206474
2.051544,1.467582,0.45618,0.361012,0.231424,3.344423,2.647246,0.206874,0.314828,0.277045,1.60189,1.488244,0.469627,0.466956,0.263989,0.676171,1.033919,0.137606,0.509121,0.286435,0.807576,1.493991,0.320916,0.781868,0.59265,0.380132,2.335387,1.181879,0.343013,0.598479,1.531378,2.331247,1.814085,0.592568,0.427675,2.375614,0.94143,0.917433,0.599009,0.471837,4.889364,1.544189,1.411612,0.371149,0.332953,1.67418,1.509057,0.781874,0.341437,0.247285,9.389392,2.876922,2.447503,0.589981,0.336183,2.071289,1.063546,0.471682,0.259217,0.180193
1.994655,1.300354,0.407818,0.37335,0.219704,2.941546,2.492009,0.197166,0.307422,0.268872,1.698377,1.369026,0.440929,0.485134,0.229993,0.603899,0.878864,0.10472,0.451918,0.30064,0.753087,1.375256,0.310531,0.74948,0.560447,0.37545,2.234119,0.991317,0.36564,0.613068,1.353512,2.102587,1.49468,0.639719,0.417513,1.906144,0.791627,0.820895,0.655154,0.479302,4.013934,1.220435,1.249874,0.415557,0.301489,1.583495,1.335544,0.743948,0.344484,0.216795,7.605258,2.175443,2.132649,0.593798,0.281922,1.931697,0.906446,0.457208,0.277885,0.160994
1.770462,1.071282,0.41007,0.40222,0.216558,2.39738,2.065945,0.212476,0.312192,0.262694,1.629936,1.192256,0.440039,0.48842,0.209662,0.493985,0.690108,0.083348,0.396246,0.314378,0.712513,1.219028,0.321215,0.731538,0.505611,0.393498,1.954805,0.785982,0.399683,0.650347,1.206751,1.786487,1.190728,0.68244,0.419372,1.481787,0.731366,0.77261,0.748979,0.513444,3.225025,0.944504,1.178675,0.495329,0.285425,1.415868,1.160396,0.766954,0.360753,0.192491,6.177855,1.715075,2.016043,0.661492,0.253834,1.727324,0.780862,0.528848,0.307157,0.150286
1.454243,0.864263,0.456521,0.442202,0.216108,1.846884,1.508448,0.249546,0.332373,0.256195,1.433384,1.049228,0.461718,0.482584,0.202072,0.381869,0.525121,0.076868,0.356494,0.325343,0.687099,1.048372,0.366321,0.742538,0.450924,0.443168,1.589044,0.601344,0.43217,0.711072,1.148263,1.511472,0.973412,0.711807,0.439495,1.249613,0.795035,0.769417,0.851592,0.561828,2.807973,0.807831,1.221666,0.60147,0.282878,1.227439,1.042022,0.836434,0.38672,0.174747,5.634367,1.614426,2.125467,0.787595,0.252059,1.510412,0.73282,0.667039,0.341644,0.146747
1.137939,0.745888,0.529654,0.485933,0.213537,1.440485,0.993853,0.30371,0.369984,0.247794,1.186745,1.004865,0.496583,0.477343,0.203365,0.291831,0.417298,0.082233,0.346992,0.330609,0.667311,0.932353,0.460466,0.785701,0.415968,0.533442,1.25551,0.453311,0.454374,0.781782,1.20096,1.357511,0.851124,0.722025,0.473209,1.255443,0.938996,0.77686,0.927064,0.605411,2.803003,0.82868,1.33125,0.710627,0.286414,1.076037,1.002786,0.912389,0.416388,0.163792,5.971376,1.809727,2.347161,0.937441,0.267519,1.329761,0.771876,0.818381,0.37526,0.147217
