AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA
1.637505,0.887905,1.137709,0.370722,0.519119,2.004227,2.310922,1.564817,0.283991,0.686021,2.6603,1.087515,1.456831,0.477286,0.620998,0.459504,0.604333,0.340517,0.254622,0.310418,1.811061,0.688263,1.778549,1.058702,0.643218,0.917825,0.841011,0.832315,0.54678,0.69783,2.431311,1.584486,2.363462,0.984301,0.565447,1.502085,0.834188,1.357197,0.424486,0.375762,3.91656,1.629847,2.479528,0.671341,0.69683,3.381236,1.190555,1.998151,0.684131,0.447754,7.269161,2.094397,2.388032,0.693288,0.681433,3.26393,1.661277,2.029875,0.372522,0.525088
2.070365,0.864973,1.000857,0.419884,0.51048,2.316714,2.329868,1.326793,0.313779,0.659574,3.457433,0.986709,1.533943,0.551408,0.591441,0.564055,0.646315,0.357172,0.310811,0.291624,1.910928,0.633754,1.794297,1.259342,0.638032,1.143296,0.839375,0.894819,0.688089,0.696414,3.242718,1.517554,2.425179,1.086221,0.583821,1.862643,0.895045,1.41302,0.431258,0.38826,4.733569,1.663508,2.537591,0.765391,0.752032,4.524981,1.131601,2.166507,0.769957,0.444985,7.306987,2.263561,2.432796,0.746605,0.703072,4.181237,1.541248,2.015781,0.411947,0.510905
2.419247,0.937503,0.831904,0.454658,0.505891,2.489685,2.280577,1.048841,0.328789,0.621251,4.031991,0.988134,1.499566,0.596426,0.554451,0.64183,0.625686,0.34996,0.35585,0.269069,1.952691,0.639399,1.696047,1.42216,0.678034,1.361162,0.851994,0.941503,0.849503,0.707511,3.927874,1.404216,2.252693,1.155066,0.62051,2.156257,0.932123,1.368195,0.432637,0.419289,5.107474,1.665326,2.406863,0.832026,0.80084,5.373289,1.151161,2.144601,0.801876,0.448606,6.910463,2.379884,2.335213,0.793813,0.732654,4.816652,1.46781,1.822267,0.437639,0.50721
2.628059,1.171622,0.664094,0.469824,0.51038,2.431302,2.161811,0.798785,0.325945,0.57824,4.310969,1.099736,1.355567,0.6023,0.520477,0.672703,0.548732,0.320697,0.381045,0.247144,1.928702,0.746674,1.529108,1.492975,0.74665,1.527298,0.871649,0.942552,0.98539,0.721112,4.363564,1.326988,1.905778,1.177644,0.669357,2.312739,0.936813,1.239284,0.422488,0.460633,5.040345,1.671727,2.098353,0.855632,0.837534,5.810541,1.279245,1.944505,0.776414,0.460424,6.334439,2.458587,2.093672,0.822229,0.770421,5.064267,1.506264,1.523427,0.445414,0.519965
2.635797,1.591053,0.531566,0.464711,0.522364,2.249907,2.015792,0.625908,0.307772,0.536314,4.248766,1.298692,1.142893,0.570743,0.49503,0.672543,0.444402,0.275739,0.387289,0.230182,1.921215,0.961138,1.368674,1.450977,0.811153,1.611114,0.880609,0.884132,1.058391,0.724597,4.532703,1.349531,1.496874,1.151077,0.71841,2.307523,0.921272,1.065297,0.398947,0.50056,4.68279,1.747979,1.675641,0.831047,0.855797,5.735525,1.519248,1.63647,0.706026,0.47652,6.072057,2.56173,1.740887,0.819248,0.80872,4.838052,1.700473,1.217408,0.434132,0.546802
2.443933,2.140699,0.444066,0.444375,0.533806,1.929042,1.903684,0.529877,0.28266,0.498684,3.938571,1.55588,0.915001,0.514041,0.475807,0.636854,0.347712,0.223805,0.381957,0.220712,1.885464,1.244142,1.275654,1.317746,0.840085,1.591001,0.86765,0.779392,1.060308,0.713655,4.398015,1.491491,1.137603,1.096918,0.758825,2.159273,0.904135,0.881413,0.37289,0.528665,4.168922,1.936745,1.236329,0.771913,0.850315,5.274756,1.843437,1.309892,0.61588,0.487444,6.005572,2.776227,1.347752,0.788863,0.83507,4.33593,2.058265,0.969175,0.406408,0.576345
2.10643,2.686212,0.391522,0.415485,0.534879,1.638977,1.848951,0.473902,0.26018,0.467657,3.488263,1.824451,0.711467,0.446967,0.456167,0.597426,0.281071,0.177023,0.37172,0.218336,1.874878,1.509219,1.268701,1.14037,0.819592,1.475103,0.829781,0.660431,1.011573,0.697161,4.052111,1.701653,0.882008,1.046027,0.789725,1.932091,0.894123,0.712119,0.360802,0.539174,3.78437,2.216983,0.867453,0.701023,0.819975,4.588708,2.175321,1.030239,0.531595,0.484458,6.665112,3.149777,0.990426,0.747783,0.839181,3.735785,2.504692,0.795516,0.367129,0.5955
1.706729,3.064681,0.357025,0.386036,0.518988,1.351745,1.826439,0.430031,0.248697,0.444899,2.997427,2.054567,0.559334,0.383465,0.430617,0.544891,0.250976,0.153028,0.358597,0.221008,1.802581,1.66881,1.311328,0.969473,0.762948,1.285409,0.780296,0.557514,0.943194,0.690973,3.540622,1.898174,0.732447,1.022924,0.816062,1.662004,0.889959,0.574456,0.371442,0.531779,3.461425,2.515695,0.626837,0.641877,0.770231,3.841899,2.431892,0.833227,0.472231,0.465367,7.514293,3.64433,0.745521,0.716856,0.817955,3.25112,2.914202,0.690427,0.323145,0.596524
1.334476,3.147123,0.33812,0.367579,0.486982,1.16003,1.776047,0.399535,0.2545,0.431372,2.547007,2.180567,0.475583,0.338076,0.399087,0.49784,0.248872,0.167219,0.340936,0.228152,1.675481,1.664837,1.336521,0.838446,0.701231,1.073114,0.728927,0.492378,0.886791,0.707854,2.983822,1.996122,0.667381,1.03994,0.843051,1.427416,0.876388,0.486757,0.403518,0.510876,3.266057,2.711492,0.542425,0.615891,0.712066,3.172026,2.527517,0.733525,0.450194,0.436567,8.370279,4.07974,0.659493,0.717538,0.777057,2.912183,3.13184,0.644455,0.28676,0.579999
1.02025,2.900516,0.340335,0.368266,0.444807,1.034995,1.647987,0.401489,0.276858,0.424225,2.116527,2.154286,0.458427,0.317004,0.365299,0.446896,0.259008,0.221139,0.31358,0.239263,1.458858,1.492443,1.293249,0.748044,0.662633,0.860644,0.678312,0.474501,0.854271,0.748069,2.422024,1.951261,0.666817,1.079716,0.870429,1.223233,0.840681,0.459851,0.440814,0.481735,2.996295,2.726637,0.599137,0.624127,0.655309,2.557533,2.423548,0.719734,0.460706,0.406504,8.698706,4.308224,0.735295,0.754217,0.725322,2.654831,3.054011,0.645339,0.266506,0.551234
0.775206,2.397871,0.380738,0.388944,0.400151,0.961293,1.42752,0.448435,0.306766,0.418802,1.686158,1.97065,0.502677,0.318575,0.335473,0.402576,0.267205,0.300223,0.273943,0.253448,1.212553,1.209698,1.172739,0.679139,0.65815,0.678155,0.632869,0.505486,0.83057,0.796374,1.93022,1.788963,0.721276,1.102382,0.891966,1.061905,0.785026,0.496266,0.459817,0.447827,2.722464,2.575142,0.768872,0.648201,0.605326,1.985911,2.156797,0.782889,0.486782,0.381604,8.651448,4.277201,0.956522,0.811603,0.67168,2.391339,2.686816,0.683473,0.261182,0.51545
0.599489,1.78792,0.469715,0.421603,0.361054,0.885059,1.152028,0.538198,0.333625,0.412988,1.259951,1.668492,0.604076,0.334597,0.317988,0.344403,0.270439,0.382402,0.227444,0.269972,0.95147,0.907513,1.003582,0.618439,0.681121,0.532164,0.608943,0.584078,0.790614,0.828536,1.526946,1.58942,0.828306,1.067192,0.89599,0.908733,0.725568,0.588018,0.442711,0.410975,2.303437,2.349959,1.022665,0.658408,0.56404,1.449015,1.815639,0.919933,0.50653,0.366007,7.895212,4.053894,1.307862,0.859833,0.623935,2.149195,2.140316,0.760077,0.260589,0.477186
0.509055,1.227778,0.59493,0.454906,0.333228,0.804254,0.875376,0.641789,0.350263,0.407914,0.903737,1.312393,0.741787,0.358425,0.319903,0.289127,0.266681,0.44187,0.185766,0.287259,0.746226,0.660618,0.813829,0.564488,0.71404,0.469797,0.62866,0.699338,0.720411,0.823379,1.290389,1.426124,0.969401,0.959036,0.871512,0.802531,0.673555,0.707665,0.38899,0.372761,2.078654,2.14302,1.325661,0.637211,0.532995,1.049138,1.490145,1.112502,0.508548,0.360293,7.237219,3.750639,1.760852,0.875462,0.588387,2.030911,1.561856,0.876026,0.256429,0.440888
0.496401,0.823789,0.725288,0.474297,0.320234,0.728509,0.654679,0.718537,0.351837,0.407305,0.642152,0.99152,0.877522,0.381372,0.342819,0.225898,0.256328,0.46111,0.159397,0.302585,0.611355,0.511217,0.627908,0.525504,0.738565,0.48573,0.704446,0.835312,0.629349,0.77398,1.181385,1.346323,1.1109,0.797947,0.814837,0.712359,0.639457,0.815996,0.31554,0.336042,1.911006,2.021614,1.621036,0.582424,0.514795,0.822879,1.247817,1.318096,0.488693,0.362157,6.495797,3.475151,2.240467,0.845907,0.569217,2.125205,1.091393,1.015681,0.245743,0.411406
0.544078,0.601318,0.8278,0.469265,0.322174,0.703226,0.533657,0.736242,0.337641,0.415008,0.499107,0.775726,0.978553,0.39518,0.379754,0.176378,0.242147,0.437375,0.15138,0.312446,0.548561,0.462482,0.471156,0.513327,0.743801,0.559278,0.819626,0.976138,0.542397,0.688437,1.174425,1.347788,1.229356,0.626274,0.732116,0.654852,0.620138,0.880389,0.245794,0.303457,1.83642,1.976923,1.849875,0.507491,0.509856,0.766876,1.097339,1.492941,0.449957,0.366937,5.834066,3.251054,2.650698,0.773657,0.56821,2.391879,0.787467,1.145515,0.231448,0.391889
0.600079,0.524579,0.885486,0.438565,0.335712,0.746298,0.520772,0.691259,0.316871,0.431573,0.44739,0.686289,1.030708,0.396604,0.418254,0.14787,0.22717,0.383366,0.155668,0.313646,0.543843,0.494217,0.359599,0.531476,0.729081,0.639219,0.93281,1.096287,0.476825,0.587318,1.167004,1.376624,1.325146,0.481134,0.640294,0.597372,0.59269,0.890219,0.197369,0.27867,1.733637,1.940771,1.966468,0.433055,0.516081,0.790261,0.997247,1.607685,0.400513,0.371041,5.229692,3.025371,2.899644,0.675945,0.586078,2.670632,0.628782,1.236699,0.221558,0.383701
0.61381,0.57271,0.905259,0.391647,0.353411,0.857587,0.599829,0.607854,0.306421,0.450566,0.43078,0.735248,1.038698,0.389129,0.444455,0.150577,0.212685,0.320729,0.162544,0.30471,0.598394,0.591375,0.296624,0.568352,0.699419,0.689151,1.031209,1.17882,0.43587,0.495559,1.097318,1.419254,1.424387,0.38164,0.560677,0.53582,0.560166,0.867241,0.177354,0.265287,1.618023,1.879269,1.961904,0.37581,0.528623,0.796939,0.957486,1.664055,0.352238,0.373071,4.888232,2.737805,2.928708,0.578059,0.620016,2.791678,0.613745,1.279868,0.225871,0.386244
0.586845,0.767068,0.899756,0.347758,0.366084,1.01731,0.756543,0.526542,0.322896,0.460482,0.449595,0.936588,1.004413,0.381168,0.448021,0.189861,0.208956,0.273246,0.16428,0.286554,0.720235,0.743637,0.275314,0.601266,0.662129,0.690979,1.136567,1.206016,0.411249,0.429686,0.956009,1.528063,1.535718,0.327354,0.509734,0.469032,0.568095,0.840775,0.182842,0.264048,1.465593,1.84371,1.844138,0.348195,0.540607,0.750601,1.072225,1.656272,0.317715,0.372448,4.68248,2.387524,2.732248,0.506182,0.661656,2.717248,0.792752,1.258718,0.252124,0.396083
0.513345,1.130966,0.872233,0.329429,0.368688,1.184506,1.000963,0.478749,0.378775,0.451853,0.481331,1.28855,0.923753,0.385672,0.427414,0.259099,0.240479,0.255492,0.159364,0.263618,0.884335,0.933242,0.291089,0.610092,0.626849,0.643996,1.280892,1.168653,0.39401,0.392015,0.767841,1.793472,1.630103,0.305472,0.490346,0.412192,0.685895,0.821234,0.207936,0.271513,1.373756,1.96134,1.616718,0.36276,0.545903,0.667472,1.453421,1.566262,0.310994,0.36887,4.830442,2.103266,2.336116,0.484217,0.697965,2.488446,1.222035,1.162811,0.308302,0.407522
0.428738,1.663849,0.822844,0.354706,0.365978,1.334571,1.371245,0.471728,0.475953,0.425681,0.534746,1.771131,0.795371,0.417815,0.392434,0.361138,0.336937,0.264442,0.152855,0.24284,1.087515,1.135246,0.339699,0.589367,0.604625,0.573118,1.48705,1.068607,0.378633,0.37357,0.607421,2.29325,1.659135,0.300169,0.493117,0.393738,0.971123,0.802081,0.24796,0.282497,1.415828,2.380596,1.314307,0.428973,0.544828,0.613837,2.163307,1.388921,0.345414,0.36434,5.30701,2.103995,1.824548,0.52448,0.717227,2.216161,1.902888,1.002599,0.399836,0.416895
0.361032,2.313843,0.757319,0.426333,0.370607,1.401326,1.926071,0.508816,0.599171,0.395709,0.601086,2.337294,0.636689,0.484678,0.360925,0.474508,0.517137,0.285835,0.151321,0.231083,1.29936,1.311898,0.423164,0.548534,0.606947,0.497353,1.736523,0.924705,0.365428,0.365999,0.528555,3.006265,1.588316,0.301983,0.504615,0.472895,1.414344,0.771807,0.304572,0.295074,1.634493,3.127704,1.012735,0.546956,0.544618,0.640521,3.136336,1.147774,0.425248,0.363446,5.941591,2.530661,1.34134,0.624639,0.713314,1.974919,2.751955,0.830769,0.52051,0.423845
0.3439,2.969134,0.690942,0.529048,0.39547,1.372373,2.681065,0.588219,0.720254,0.381271,0.699671,2.90109,0.4861,0.578784,0.349859,0.58091,0.766583,0.305766,0.157528,0.23261,1.491196,1.41948,0.541031,0.512848,0.64205,0.456084,1.961473,0.768626,0.357129,0.367678,0.590453,3.780413,1.42741,0.311044,0.51425,0.733357,1.922541,0.726316,0.381905,0.312157,2.047641,4.061709,0.796471,0.703866,0.555162,0.805573,4.1706,0.897911,0.54162,0.370918,6.60153,3.339221,1.017816,0.767981,0.689305,1.805552,3.609756,0.726952,0.651663,0.43095
0.421147,3.476079,0.64532,0.634157,0.443954,1.270858,3.549465,0.70125,0.808884,0.394515,0.852726,3.345095,0.386672,0.678661,0.364916,0.65372,1.031371,0.313683,0.170116,0.246312,1.607224,1.424985,0.67033,0.508718,0.710449,0.492672,2.070579,0.641013,0.355945,0.381648,0.822445,4.374188,1.231541,0.333489,0.515316,1.223303,2.344941,0.674217,0.47896,0.337817,2.608759,4.903062,0.730736,0.873106,0.580557,1.168845,4.977005,0.702974,0.672464,0.388267,7.040803,4.307758,0.937689,0.92896,0.655096,1.69135,4.271498,0.751994,0.765496,0.441371
0.626953,3.697075,0.631971,0.707017,0.506207,1.17593,4.332753,0.826612,0.84232,0.433333,1.097298,3.558975,0.361362,0.753028,0.397148,0.681846,1.233041,0.304292,0.185099,0.265598,1.647746,1.322947,0.782715,0.552342,0.803542,0.642361,2.003982,0.576375,0.361889,0.409253,1.232558,4.574651,1.068059,0.376237,0.505498,1.908387,2.545051,0.628991,0.584284,0.371572,3.19864,5.368759,0.817565,1.018584,0.614525,1.781322,5.31251,0.601603,0.785359,0.412215,7.002492,5.147866,1.078493,1.077079,0.622588,1.623569,4.564634,0.905273,0.832994,0.455376
0.947992,3.570939,0.645459,0.725979,0.562911,1.126445,4.799079,0.937879,0.815978,0.482084,1.427601,3.484516,0.402821,0.779223,0.429485,0.651903,1.300513,0.279165,0.196987,0.280843,1.605583,1.137116,0.857878,0.636258,0.904154,0.900039,1.770859,0.58642,0.37101,0.445753,1.757375,4.293882,0.980934,0.441338,0.487083,2.653801,2.461879,0.599009,0.677674,0.405387,3.677284,5.307917,0.990209,1.110878,0.642335,2.582913,5.091345,0.59127,0.854352,0.436747,6.467288,5.621785,1.324428,1.186336,0.598919,1.580717,4.420125,1.120101,0.838368,0.46999
1.338008,3.132673,0.664005,0.697182,0.593349,1.163784,4.775809,1.001893,0.747264,0.519025,1.83186,3.130436,0.477255,0.759628,0.445291,0.574665,1.204038,0.241893,0.202444,0.283886,1.533586,0.919754,0.87904,0.731202,0.990974,1.21286,1.441833,0.652386,0.380008,0.480563,2.305129,3.608592,0.97099,0.525819,0.464156,3.268197,2.130553,0.58081,0.741041,0.426441,3.943765,4.754969,1.152382,1.144056,0.64689,3.471726,4.40572,0.632643,0.876506,0.454738,5.570683,5.613483,1.528142,1.246083,0.582001,1.576509,3.895473,1.291222,0.788259,0.479562
1.705223,2.49915,0.66986,0.651376,0.585807,1.251681,4.23133,0.995192,0.667176,0.52722,2.23219,2.575311,0.545516,0.717839,0.435975,0.463611,0.974126,0.198935,0.202308,0.272824,1.452929,0.735954,0.841306,0.802151,1.047379,1.504545,1.115166,0.73166,0.388727,0.502134,2.753067,2.727197,1.002591,0.626102,0.441155,3.567382,1.660855,0.565945,0.76607,0.424078,3.970934,3.897531,1.236445,1.135048,0.618818,4.239875,3.473393,0.676519,0.870226,0.460836,4.631813,5.150724,1.596581,1.259852,0.564201,1.593209,3.149058,1.331963,0.709145,0.479095
1.959108,1.823214,0.653261,0.622114,0.54458,1.376046,3.306263,0.920214,0.604453,0.502904,2.537387,1.943612,0.584415,0.683855,0.405502,0.343865,0.692953,0.160194,0.200946,0.253262,1.383429,0.639857,0.762807,0.831511,1.064861,1.688403,0.868591,0.779393,0.405613,0.507647,2.988085,1.884498,1.035032,0.738241,0.423731,3.454952,1.182845,0.553272,0.756994,0.396939,3.754248,2.977411,1.238584,1.115038,0.563911,4.702632,2.535429,0.694493,0.860816,0.454036,3.976786,4.386637,1.529934,1.248868,0.541212,1.596635,2.36722,1.22086,0.637084,0.467208
2.047464,1.234291,0.616401,0.62661,0.489852,1.595719,2.270535,0.801113,0.572927,0.457961,2.685106,1.352473,0.590648,0.67616,0.371421,0.25952,0.454127,0.134506,0.203399,0.235048,1.307188,0.654496,0.68054,0.823409,1.043018,1.707321,0.732586,0.771953,0.437817,0.504326,2.955732,1.247676,1.042782,0.846712,0.419188,2.96265,0.793536,0.548842,0.723405,0.355281,3.305495,2.191961,1.213824,1.108149,0.503615,4.731153,1.759798,0.68996,0.862537,0.440055,3.641264,3.531926,1.414193,1.235923,0.521425,1.556436,1.686438,1.000695,0.598253,0.448553
2.00166,0.797714,0.576032,0.656644,0.447253,1.991968,1.401594,0.675945,0.569536,0.412773,2.701236,0.876471,0.583548,0.691072,0.355951,0.26573,0.317691,0.128178,0.212959,0.226402,1.253483,0.758153,0.631553,0.799028,0.989333,1.55844,0.696872,0.712885,0.485098,0.503081,2.693939,0.875089,1.027822,0.934742,0.43485,2.256112,0.531838,0.561054,0.676573,0.31542,2.682643,1.640922,1.234425,1.117031,0.463493,4.388147,1.209822,0.691758,0.870689,0.428178,3.441103,2.778707,1.364705,1.233113,0.521104,1.498953,1.161551,0.758133,0.594478,0.43153
1.925519,0.516307,0.542697,0.685448,0.434694,2.647178,0.859313,0.574468,0.582679,0.386574,2.700171,0.544569,0.57811,0.710589,0.375603,0.402083,0.290363,0.143746,0.230083,0.229924,1.236717,0.895576,0.628175,0.782109,0.916433,1.312533,0.724014,0.622916,0.541789,0.510765,2.364436,0.738707,0.99809,0.990676,0.473916,1.559828,0.390643,0.58684,0.626107,0.2908,2.051964,1.329493,1.323062,1.123517,0.458538,3.919315,0.871177,0.718498,0.870264,0.426782,3.175903,2.245924,1.435534,1.238661,0.552302,1.542359,0.795635,0.572257,0.608964,0.424516
1.916988,0.35932,0.517989,0.68429,0.453485,3.477095,0.643799,0.505618,0.597023,0.389131,2.824816,0.355302,0.575493,0.711162,0.431727,0.665715,0.335838,0.178859,0.253001,0.242227,1.311099,1.007015,0.65459,0.784574,0.838883,1.084315,0.773769,0.534168,0.597482,0.525689,2.179292,0.765188,0.954895,1.005318,0.529333,1.098912,0.338187,0.608348,0.576934,0.284584,1.665299,1.206901,1.436075,1.100445,0.485385,3.626499,0.701215,0.762781,0.846486,0.438468,2.806274,1.956381,1.58528,1.23839,0.612394,1.805256,0.575633,0.479748,0.618541,0.431383
