AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA
6.391008,4.095068,1.155017,0.185181,0.183857,7.640592,3.454442,1.668935,0.315381,0.238054,3.259599,3.269779,0.985124,0.365921,0.237673,0.968851,0.694239,0.612318,0.310224,0.149858,3.568801,1.042046,0.548989,0.720251,0.375837,2.067684,1.710617,0.498585,0.593672,0.357111,4.577676,3.47844,1.19619,0.631773,0.352252,2.225305,2.088487,0.783234,0.193193,0.209549,17.529753,4.782011,1.024859,0.336559,0.375229,7.11574,3.961241,0.852361,0.315918,0.242864,22.059622,6.317619,1.009307,0.362267,0.442263,12.141121,3.530817,0.98056,0.299766,0.263901
3.318249,4.019771,1.226128,0.206476,0.195971,5.432196,3.567893,1.782372,0.295109,0.208011,2.039201,3.519372,1.055879,0.35286,0.24991,0.998281,0.724278,0.743519,0.381397,0.154294,3.177761,1.346065,0.588469,0.734755,0.373694,2.104018,1.815084,0.504693,0.585241,0.358747,4.128696,3.641977,1.156058,0.639565,0.351781,2.022255,2.290363,0.825783,0.209492,0.201665,10.872935,4.561601,1.185418,0.385201,0.385273,4.754007,4.305973,0.888758,0.351531,0.279771,14.796875,5.999144,1.290133,0.387598,0.423955,6.10132,3.435059,1.028872,0.335961,0.284503
2.063265,3.638393,1.279103,0.248444,0.220575,3.753615,3.421749,1.850918,0.306057,0.203133,1.558679,3.406358,1.166201,0.361859,0.269553,0.947085,0.695258,0.842472,0.46403,0.157915,2.639402,1.643087,0.746238,0.746075,0.387646,1.982945,1.876119,0.59828,0.554407,0.36611,3.499972,3.581605,1.239701,0.630986,0.359987,1.76611,2.381256,0.968194,0.238478,0.200473,6.526802,4.240775,1.504698,0.466541,0.403941,3.361795,4.310042,1.013137,0.412908,0.32432,10.413641,5.670482,1.766952,0.45049,0.418614,2.87957,3.198741,1.150534,0.401055,0.314105
2.029919,3.007999,1.346564,0.305072,0.261221,2.708268,3.057349,1.930085,0.344058,0.235092,1.544726,2.965718,1.37718,0.406959,0.303498,0.857612,0.624308,0.877031,0.549189,0.163264,2.054932,1.863421,1.060737,0.762739,0.43203,1.709427,1.87113,0.827214,0.521222,0.386289,2.79428,3.317647,1.517979,0.636504,0.389594,1.456064,2.347709,1.274424,0.281183,0.211262,4.314708,3.899632,2.025547,0.575608,0.438509,2.668089,3.977588,1.303657,0.505356,0.378922,8.623387,5.45162,2.454742,0.549622,0.449876,1.767975,2.833632,1.3856,0.483725,0.354055
2.373933,2.276703,1.494987,0.370197,0.32078,2.110832,2.553175,2.108935,0.399848,0.310201,1.729609,2.343196,1.755638,0.493884,0.35866,0.746945,0.538578,0.840649,0.622905,0.173082,1.578032,1.985338,1.518594,0.789681,0.518343,1.376519,1.820919,1.199076,0.504156,0.425126,2.219535,2.917916,2.022144,0.68152,0.451755,1.207492,2.205074,1.777158,0.336734,0.240845,3.790542,3.589081,2.750291,0.707209,0.495664,2.3936,3.433442,1.82287,0.630427,0.447808,8.705172,5.388994,3.332524,0.681199,0.535237,1.672477,2.403913,1.764101,0.570106,0.406508
2.664116,1.608387,1.772783,0.436276,0.397884,1.956109,1.983802,2.436675,0.4674,0.423613,1.943939,1.713879,2.31174,0.613235,0.435088,0.681905,0.458581,0.756725,0.672857,0.18938,1.300566,2.006168,2.045759,0.822493,0.641983,1.071388,1.757269,1.672506,0.513076,0.481511,1.89538,2.462571,2.726715,0.771851,0.548032,1.083803,1.986767,2.451163,0.399118,0.292457,4.238859,3.316313,3.619929,0.852122,0.575228,2.311111,2.851016,2.567923,0.778186,0.529391,9.949784,5.449562,4.319845,0.830311,0.671972,1.834437,1.999746,2.278545,0.646631,0.469597
2.865534,1.135378,2.155632,0.49522,0.483241,2.329053,1.436026,2.868425,0.54572,0.556646,2.235777,1.219939,2.959525,0.741892,0.521841,0.718861,0.402421,0.667593,0.691662,0.212022,1.255199,1.949089,2.523251,0.851652,0.778993,0.849803,1.705016,2.15887,0.549065,0.545416,1.808413,2.032569,3.524571,0.8927,0.665775,1.106989,1.74709,3.188351,0.45756,0.362077,5.075631,3.079718,4.496879,0.993896,0.667413,2.40521,2.396218,3.423543,0.925388,0.612083,11.502853,5.526694,5.261834,0.970436,0.83375,2.107972,1.702406,2.842906,0.704209,0.535546
3.043082,0.899691,2.554167,0.544978,0.560155,3.215422,0.988388,3.2689,0.63677,0.678798,2.697249,0.912937,3.533166,0.858448,0.598668,0.916115,0.378239,0.607806,0.679555,0.23819,1.456462,1.854943,2.83103,0.865933,0.89174,0.751753,1.683064,2.56861,0.606245,0.59873,1.92052,1.701129,4.262842,1.018793,0.77608,1.266864,1.549382,3.823242,0.503602,0.436718,5.848807,2.862035,5.198061,1.116388,0.752615,2.699723,2.137742,4.189557,1.049336,0.675985,12.62052,5.463105,5.945735,1.085497,0.978706,2.480033,1.53948,3.327039,0.74541,0.5919
3.242299,0.832375,2.843953,0.592809,0.610248,4.346973,0.667183,3.465764,0.741872,0.757866,3.362879,0.75604,3.857476,0.955574,0.643303,1.241858,0.383605,0.589532,0.645869,0.263727,1.821679,1.76789,2.899028,0.864294,0.943256,0.736426,1.704897,2.843817,0.6797,0.621541,2.109792,1.520795,4.78447,1.130001,0.843437,1.46599,1.443711,4.186773,0.537879,0.497454,6.316579,2.670611,5.561927,1.210322,0.805264,3.18121,2.045395,4.658953,1.138434,0.69944,13.237506,5.137516,6.206801,1.174482,1.06122,2.817588,1.480172,3.600779,0.781621,0.624837
3.53294,0.826932,2.917803,0.644842,0.622592,5.552912,0.472978,3.344737,0.850163,0.774105,4.217824,0.6899,3.826037,1.03063,0.643262,1.665419,0.413706,0.602442,0.603357,0.284505,2.33883,1.727852,2.742347,0.852125,0.914654,0.823816,1.788252,2.972792,0.764454,0.602804,2.433181,1.525836,4.979015,1.213496,0.843696,1.685736,1.447364,4.175144,0.565993,0.527745,6.582691,2.526719,5.497136,1.270149,0.806605,3.857007,2.041345,4.697837,1.189471,0.671663,13.369146,4.569577,5.984211,1.241806,1.052826,3.193116,1.478579,3.579091,0.820638,0.626331
3.890969,0.830774,2.750367,0.699321,0.600449,6.49717,0.3911,2.925301,0.939037,0.728755,5.081477,0.69247,3.467049,1.079042,0.602638,2.033834,0.459021,0.625637,0.563127,0.298648,2.74822,1.764554,2.469892,0.832962,0.816525,0.960722,1.950278,2.969617,0.854643,0.546697,2.727623,1.735323,4.807342,1.269373,0.775633,1.762349,1.548375,3.786536,0.59564,0.521098,6.262088,2.487719,5.030077,1.294847,0.754753,4.560676,2.086195,4.320972,1.207264,0.600498,12.462381,3.933295,5.342201,1.291781,0.956968,3.456567,1.521922,3.264751,0.858324,0.59921
4.244379,0.871696,2.417311,0.749766,0.55903,7.010677,0.407506,2.344893,0.987722,0.642446,5.785705,0.799476,2.938691,1.095641,0.538254,2.268912,0.506241,0.646904,0.532631,0.305367,3.069083,1.898892,2.220785,0.810326,0.687192,1.18181,2.192563,2.844404,0.938983,0.471699,3.066281,2.154716,4.305914,1.311166,0.661562,1.779795,1.730889,3.125778,0.633966,0.484144,5.696818,2.66513,4.306576,1.290226,0.666082,5.20239,2.229451,3.698976,1.202959,0.50916,11.319056,3.534783,4.459917,1.325456,0.807483,3.670305,1.649311,2.774382,0.885952,0.555605
4.464393,1.012013,2.04317,0.791265,0.51746,6.943802,0.515361,1.777281,0.99233,0.54508,6.085891,1.048677,2.434368,1.079898,0.471662,2.27376,0.53757,0.662654,0.519353,0.304114,3.182568,2.118057,2.084345,0.786037,0.575545,1.425356,2.490845,2.605666,1.003579,0.404096,3.322305,2.743687,3.592075,1.353624,0.538448,1.689906,1.964411,2.358727,0.684464,0.433342,4.905944,3.132613,3.518822,1.267948,0.568391,5.602215,2.539585,3.061865,1.188438,0.425463,10.098679,3.607864,3.550225,1.340899,0.652876,3.781148,1.898765,2.278062,0.898656,0.510745
4.689802,1.329206,1.749488,0.820887,0.488224,6.606189,0.734284,1.371361,0.96492,0.463763,5.874272,1.440025,2.10678,1.035776,0.420162,2.074896,0.535068,0.674038,0.527707,0.295824,3.158371,2.378757,2.077392,0.764083,0.518936,1.624323,2.805296,2.287176,1.031148,0.369979,3.410626,3.424882,2.855373,1.389914,0.444713,1.542289,2.207681,1.662736,0.739944,0.387305,4.384066,3.839812,2.855023,1.238288,0.4884,5.672321,3.02225,2.608007,1.167975,0.369914,9.837541,4.181314,2.810851,1.333211,0.534813,4.122758,2.300133,1.931697,0.897848,0.476872
5.57066,1.856416,1.607402,0.834938,0.471527,6.596288,1.10514,1.184217,0.924944,0.412392,5.277305,1.940652,2.002208,0.968885,0.391074,1.731235,0.491324,0.676325,0.555126,0.282705,3.040591,2.664592,2.151518,0.749587,0.52654,1.739272,3.143744,1.951608,1.012017,0.384234,3.313416,4.202263,2.272745,1.400678,0.405785,1.372931,2.457566,1.168475,0.787492,0.359145,4.642032,4.628635,2.430383,1.205619,0.443658,5.554464,3.616501,2.41814,1.139135,0.348792,11.322117,5.042333,2.36248,1.299676,0.472861,5.501148,2.836933,1.820505,0.888211,0.45933
7.957296,2.564389,1.60646,0.824429,0.458663,7.420214,1.647977,1.169679,0.887381,0.389522,4.681562,2.490113,2.045776,0.884882,0.381578,1.370532,0.418849,0.656233,0.594328,0.267546,2.933309,2.985429,2.20466,0.752988,0.580899,1.806069,3.542191,1.669961,0.947944,0.443939,3.23696,5.139668,1.94288,1.366655,0.425986,1.324908,2.746881,0.921012,0.811944,0.351794,6.118993,5.31339,2.251789,1.163862,0.438211,5.634262,4.20943,2.42541,1.094504,0.355599,14.604837,5.870398,2.22489,1.24097,0.461235,8.721111,3.428785,1.926568,0.873301,0.45519
12.431379,3.336283,1.675644,0.782419,0.439867,9.345585,2.304173,1.221889,0.858479,0.385642,4.584559,3.002864,2.108196,0.797831,0.383932,1.156969,0.343714,0.600871,0.635771,0.252282,2.914257,3.369212,2.152108,0.787625,0.651915,1.874056,4.008868,1.491184,0.849261,0.529167,3.401059,6.25199,1.85461,1.281926,0.489269,1.553318,3.095473,0.882134,0.799983,0.359034,9.060211,5.752884,2.243713,1.102821,0.463569,6.340394,4.67251,2.478484,1.032464,0.377371,19.378821,6.43339,2.326134,1.161306,0.478268,14.070746,3.948934,2.156315,0.852818,0.456452
18.499402,3.980683,1.728033,0.708475,0.413057,12.273926,2.926244,1.244972,0.838301,0.39212,5.082795,3.381274,2.080967,0.729365,0.39048,1.055083,0.307732,0.509928,0.668772,0.237857,2.826177,3.810536,2.008559,0.851882,0.712325,1.873689,4.479463,1.44645,0.734404,0.610892,3.755474,7.386127,1.922304,1.16612,0.567298,2.061274,3.451267,0.955137,0.749766,0.370523,13.185793,5.862739,2.276007,1.02039,0.503436,7.628593,4.892669,2.435393,0.965949,0.400847,25.363465,6.654129,2.515482,1.073272,0.500317,20.661669,4.23479,2.355106,0.826834,0.455575
24.3854,4.307799,1.740681,0.61372,0.385447,15.002731,3.33743,1.22935,0.822249,0.407132,6.103711,3.545358,1.96604,0.699485,0.399422,1.207697,0.345133,0.405535,0.689352,0.22659,2.97164,4.227231,1.917662,0.924706,0.745968,1.977206,4.823857,1.568331,0.622036,0.662898,4.495763,8.24845,2.09173,1.048772,0.63219,2.825541,3.703376,1.070702,0.671586,0.377974,16.805254,5.636434,2.317711,0.928518,0.543779,9.141726,4.813495,2.292985,0.9135,0.419305,29.524096,6.586218,2.728497,0.993817,0.514818,26.389182,4.179563,2.433729,0.797792,0.451066
28.336596,4.205653,1.750889,0.52157,0.368505,16.722233,3.418811,1.230306,0.8071,0.433974,7.041835,3.452234,1.841581,0.712469,0.414007,1.295283,0.46388,0.327524,0.699466,0.222015,2.925839,4.463183,2.064575,0.973556,0.750161,1.979697,4.884163,1.862542,0.52798,0.67192,5.057432,8.511041,2.345239,0.956252,0.668009,3.492154,3.724901,1.207335,0.581039,0.379291,19.08537,5.122147,2.411237,0.844765,0.578568,10.242167,4.447922,2.164245,0.88505,0.434816,31.447988,6.277319,2.966797,0.929142,0.525036,29.666215,3.773127,2.37624,0.766616,0.448558
28.626856,3.709254,1.787909,0.455749,0.371092,16.464267,3.149478,1.311076,0.79006,0.474657,7.640722,3.142588,1.779162,0.754573,0.438519,1.547546,0.63407,0.305552,0.699456,0.225462,3.203752,4.390642,2.522969,0.97406,0.732055,2.048107,4.557183,2.267127,0.46739,0.641868,5.575299,8.005373,2.644234,0.91023,0.675481,3.991679,3.463256,1.349653,0.496357,0.37879,18.717873,4.448503,2.562731,0.78863,0.611112,10.472375,3.895491,2.13671,0.878593,0.455035,29.104802,5.786986,3.204916,0.878194,0.543628,28.920592,3.12847,2.233621,0.732087,0.456183
25.815083,2.968993,1.844452,0.436395,0.395833,14.755064,2.628551,1.487795,0.769894,0.528525,7.594607,2.70167,1.802046,0.805254,0.477186,1.597944,0.803238,0.343727,0.687018,0.235677,3.097664,3.975701,3.205733,0.924426,0.705695,1.867426,3.846982,2.662118,0.449155,0.591158,5.3973,6.774727,2.917542,0.915333,0.667732,3.990425,2.949035,1.470033,0.434771,0.384252,16.549374,3.744276,2.741718,0.775538,0.65185,9.76331,3.286626,2.234945,0.887204,0.489401,24.611563,5.160645,3.390544,0.844972,0.582996,25.197633,2.411809,2.070383,0.695768,0.480708
20.349702,2.183238,1.870295,0.472412,0.437505,11.887832,2.025843,1.709087,0.747667,0.590357,7.057511,2.226786,1.86291,0.845203,0.530544,1.654969,0.914982,0.413895,0.65982,0.249723,3.111714,3.330412,3.862111,0.849431,0.687888,1.665326,2.902059,2.915943,0.472081,0.543257,4.926337,5.107649,3.071864,0.952914,0.660337,3.690905,2.298282,1.526801,0.405067,0.401334,13.213934,3.130546,2.869746,0.805704,0.708361,8.279698,2.740071,2.386076,0.902059,0.542697,18.860156,4.466462,3.455586,0.836809,0.64733,19.299341,1.808349,1.931327,0.660761,0.522408
14.68626,1.521127,1.80575,0.550315,0.483575,9.151524,1.495106,1.878882,0.72211,0.649117,6.384684,1.795939,1.877399,0.857559,0.591143,1.585187,0.936209,0.472522,0.615536,0.263445,2.825908,2.681159,4.228012,0.787453,0.694161,1.308841,1.954932,2.945006,0.521771,0.515551,4.057149,3.430537,3.048228,0.985584,0.661006,3.09406,1.659446,1.49589,0.4008,0.428167,10.448637,2.660793,2.867342,0.857316,0.775761,6.709735,2.321162,2.469806,0.909816,0.608297,14.721804,3.764852,3.353508,0.85273,0.727502,13.783908,1.436554,1.816948,0.626484,0.570641
10.061256,1.062295,1.616828,0.636953,0.519003,7.115877,1.115015,1.918838,0.6956,0.692292,5.804375,1.468071,1.76994,0.832701,0.644434,1.512074,0.872119,0.481642,0.554848,0.273119,2.477788,2.214051,4.132602,0.768665,0.731826,0.989077,1.220747,2.718965,0.570733,0.510675,3.183634,2.152341,2.819339,0.972862,0.664654,2.504533,1.172365,1.376187,0.403967,0.454772,9.122435,2.342903,2.702192,0.894653,0.836208,5.438176,2.045071,2.384098,0.896357,0.668386,13.500799,3.130742,3.086162,0.879137,0.803486,9.765789,1.297084,1.70703,0.589146,0.607695
7.273125,0.797097,1.335782,0.698837,0.532783,6.197931,0.902422,1.82121,0.676214,0.711519,5.442857,1.254419,1.532525,0.77601,0.67372,1.430796,0.769231,0.432341,0.48423,0.276645,2.17119,2.004037,3.582893,0.799483,0.793903,0.752628,0.816865,2.282869,0.592595,0.515093,2.475824,1.49507,2.429887,0.897807,0.655755,2.040864,0.92135,1.204743,0.399899,0.467379,9.279529,2.16119,2.429924,0.895668,0.86703,4.657114,1.881543,2.12776,0.860385,0.701456,14.837948,2.625517,2.720835,0.903474,0.854486,7.703057,1.288584,1.588282,0.550875,0.617663
5.85313,0.669536,1.049855,0.72106,0.521068,5.979446,0.810744,1.638931,0.674472,0.704217,4.961811,1.125447,1.225199,0.710763,0.666309,1.318104,0.693804,0.34845,0.41823,0.273868,2.019165,2.001458,2.750364,0.860018,0.858086,0.675195,0.733472,1.744722,0.577388,0.507686,1.963225,1.432502,1.995072,0.779223,0.617597,2.187211,1.070833,1.110171,0.396081,0.457358,10.112542,2.07842,2.150649,0.872607,0.851793,4.10101,1.771154,1.784478,0.820429,0.692106,17.273137,2.270328,2.363458,0.926809,0.867102,6.694502,1.28455,1.469611,0.52397,0.593302
5.036727,0.640372,0.864223,0.713701,0.486466,6.379193,0.810004,1.459025,0.697976,0.673001,4.436301,1.022002,0.943594,0.674538,0.618674,1.345394,0.696701,0.26869,0.373323,0.266162,2.375267,2.063632,1.921742,0.929208,0.897641,0.820225,0.850519,1.236949,0.540866,0.475659,1.817197,1.731527,1.641968,0.667519,0.546049,16.190956,4.644884,2.198231,0.710086,0.470869,11.046744,2.0048,1.931352,0.87077,0.789427,3.708672,1.638843,1.45782,0.809689,0.638859,19.652434,2.008712,2.080345,0.967131,0.839695,5.798756,1.199842,1.373369,0.52774,0.539099
4.384887,0.71188,0.854668,0.709133,0.438132,6.909457,0.880795,1.343692,0.753786,0.626706,3.857263,0.908963,0.781356,0.708629,0.541661,1.633602,0.781173,0.226037,0.360843,0.256194,3.152304,2.09979,1.406347,0.998232,0.892794,1.144418,1.030056,0.867025,0.516325,0.421971,2.002313,2.136856,1.463092,0.62032,0.454763,78.953657,20.464526,7.349053,2.204564,0.648493,11.698937,1.863701,1.787852,0.947417,0.697648,3.441934,1.452267,1.232849,0.863429,0.556466,20.936437,1.778409,1.888268,1.053425,0.783667,4.771625,1.036982,1.317847,0.582372,0.47067
3.826704,0.869168,1.037517,0.738692,0.389035,7.943422,1.024635,1.308554,0.844535,0.577432,3.287504,0.78952,0.782307,0.833779,0.457612,2.29234,0.902672,0.236051,0.381913,0.246563,4.185441,2.135117,1.388798,1.073395,0.83888,1.546613,1.185029,0.675232,0.534425,0.360087,2.352078,2.488939,1.458187,0.677946,0.368369,232.099222,57.170656,19.243926,5.691524,1.131591,11.581566,1.63817,1.682656,1.132442,0.604224,3.223095,1.235624,1.134299,0.994513,0.469616,20.889987,1.563082,1.746072,1.209574,0.716894,3.549835,0.833937,1.308576,0.693208,0.407067
3.327666,1.064148,1.336156,0.810734,0.349193,8.6693,1.200401,1.315068,0.964312,0.533275,2.810712,0.679948,0.915571,1.03095,0.389268,3.064945,0.987754,0.287046,0.428589,0.237816,5.095677,2.278593,1.829685,1.161865,0.748695,1.953208,1.279638,0.618096,0.603254,0.306181,2.753909,2.71215,1.538163,0.835765,0.310061,477.578414,115.841147,38.061085,11.21123,1.942372,10.830008,1.373151,1.565373,1.395744,0.530249,3.108772,1.036831,1.125266,1.176648,0.399894,19.35538,1.423025,1.594982,1.421395,0.651868,2.599763,0.64529,1.322123,0.840685,0.360562
3.194662,1.232621,1.629881,0.906805,0.323632,9.594062,1.349826,1.302883,1.093857,0.497319,2.636119,0.601802,1.098375,1.245241,0.350398,3.988649,0.983765,0.352924,0.487981,0.229433,5.698326,2.577519,2.494788,1.258846,0.648908,2.209493,1.294262,0.617742,0.703292,0.274895,3.03702,2.755737,1.580798,1.04326,0.293186,776.269989,185.626774,60.139181,17.700468,2.923953,9.224043,1.117415,1.400975,1.653363,0.482092,3.089593,0.889927,1.138908,1.352301,0.357444,16.823049,1.39072,1.40389,1.634405,0.593386,2.017656,0.510836,1.319636,0.987138,0.333495
2.823566,1.29867,1.799137,0.98761,0.312301,9.029884,1.435865,1.22818,1.197521,0.468348,2.396232,0.562085,1.235576,1.403557,0.341292,4.23858,0.887706,0.406177,0.542832,0.220989,5.707229,2.957116,3.114975,1.345541,0.570646,2.314702,1.232391,0.618238,0.798055,0.276235,3.012334,2.613095,1.524613,1.226098,0.319859,1041.100576,246.854463,79.235733,23.280207,3.784324,7.604125,0.901694,1.205536,1.810507,0.453078,2.907921,0.787904,1.120882,1.456955,0.340396,13.719092,1.41478,1.194563,1.78056,0.541331,1.751889,0.431368,1.265098,1.089165,0.321358
2.647267,1.248208,1.793866,1.01046,0.310833,8.120789,1.481502,1.098423,1.234956,0.442035,2.445761,0.566,1.267654,1.441746,0.350292,4.333458,0.75106,0.42987,0.575292,0.212742,5.361756,3.253263,3.444874,1.38604,0.533914,2.270033,1.105465,0.592053,0.853057,0.312204,3.016163,2.318509,1.356292,1.317514,0.381095,1182.063434,278.922814,88.85788,26.068705,4.225096,5.593991,0.741867,1.028857,1.803805,0.431557,2.940626,0.717589,1.055366,1.441934,0.33962,10.709888,1.427727,1.017314,1.801967,0.493525,1.788142,0.402535,1.159119,1.10947,0.317216
2.243468,1.097567,1.620679,0.954101,0.313934,6.554036,1.519513,0.941175,1.17864,0.413141,2.291331,0.595729,1.180809,1.335785,0.361037,3.726441,0.636206,0.413353,0.571546,0.205115,4.537797,3.352278,3.414418,1.354892,0.539084,2.048855,0.946666,0.542515,0.854984,0.376049,2.643016,1.966008,1.134859,1.289136,0.460949,1152.834532,270.202655,85.610916,25.067031,4.082875,4.215648,0.651668,0.920488,1.629556,0.410202,2.572884,0.659877,0.950731,1.300509,0.345417,8.531555,1.394113,0.909204,1.675577,0.44978,1.797996,0.398403,1.012414,1.034004,0.315955
2.022279,0.932485,1.355518,0.830744,0.318148,5.044146,1.579683,0.798586,1.02816,0.378201,2.347887,0.640074,1.012946,1.114943,0.360594,3.106764,0.58912,0.369325,0.526508,0.19877,3.732449,3.232481,3.059548,1.264572,0.568476,1.846185,0.800247,0.473514,0.81885,0.453134,2.558981,1.655478,0.911783,1.16962,0.542156,959.701222,223.650644,70.583203,20.645126,3.409029,3.310423,0.660186,0.907499,1.348038,0.390777,2.556134,0.625272,0.840034,1.076544,0.351455,7.281413,1.379663,0.878107,1.433666,0.413152,2.061158,0.411323,0.859686,0.882068,0.31603
1.782635,0.847641,1.071121,0.67698,0.320659,3.878626,1.672087,0.681877,0.81334,0.33724,2.277975,0.708918,0.811656,0.844601,0.344163,2.274166,0.612745,0.311667,0.44835,0.194731,2.9437,3.004935,2.533521,1.159058,0.597353,1.602873,0.707044,0.398467,0.778594,0.523198,2.381748,1.468922,0.741902,1.028607,0.607029,674.633385,155.789938,49.094211,14.359978,2.443914,3.312924,0.809472,0.97332,1.049866,0.380612,2.287775,0.63997,0.737932,0.837868,0.353891,7.306856,1.495486,0.873868,1.149945,0.387503,2.209138,0.447701,0.721998,0.695496,0.317703
1.729808,0.9411,0.825044,0.536272,0.319064,2.966171,1.778064,0.591875,0.587227,0.292125,2.436373,0.841,0.62457,0.600765,0.315827,1.758495,0.677113,0.261057,0.35773,0.193097,2.55602,2.824718,2.003786,1.083306,0.606363,1.507043,0.684363,0.336085,0.767597,0.566783,2.656778,1.431392,0.653522,0.938159,0.641956,384.273814,88.341276,27.914301,8.197509,1.495418,3.635305,1.133214,1.077689,0.813601,0.384096,2.519924,0.758173,0.652786,0.648644,0.350585,7.542782,1.902825,0.858529,0.907675,0.374238,2.629327,0.553387,0.613093,0.525005,0.31967
1.833882,1.23607,0.662451,0.444046,0.312849,2.752107,1.852745,0.535314,0.408247,0.24727,2.739586,1.055843,0.493491,0.442334,0.285912,1.528498,0.737733,0.235823,0.279108,0.192293,2.468425,2.814607,1.604107,1.059399,0.58958,1.440531,0.729154,0.315806,0.798899,0.572231,3.032576,1.526883,0.655808,0.934353,0.641283,166.929738,38.331748,12.295141,3.688668,0.798123,4.225652,1.614609,1.175432,0.680252,0.399295,2.807475,1.016496,0.597872,0.547651,0.341898,8.534582,2.65771,0.815054,0.76914,0.372248,3.069491,0.758113,0.542518,0.413404,0.319845
2.100459,1.755234,0.603354,0.412418,0.305125,2.686353,1.984525,0.538253,0.314039,0.210572,3.14128,1.444827,0.44639,0.388311,0.265488,1.530347,0.822709,0.253161,0.228394,0.190788,2.716679,3.044477,1.378517,1.070898,0.553203,1.457809,0.871414,0.347369,0.855081,0.540098,3.60474,1.804732,0.728033,1.001811,0.609693,47.938007,11.613336,3.898346,1.324914,0.426141,4.924308,2.310369,1.242749,0.646463,0.420754,3.25547,1.506249,0.58807,0.53586,0.331312,9.433175,3.736999,0.756556,0.753968,0.379428,3.545383,1.124932,0.518577,0.377832,0.318097
2.87854,2.613616,0.623128,0.430671,0.299733,3.22977,2.475208,0.618086,0.309588,0.190278,4.08629,2.245267,0.477573,0.420281,0.260227,1.891714,1.07134,0.312162,0.20792,0.188,3.53275,3.511013,1.296957,1.079527,0.509443,1.701832,1.188552,0.418751,0.900809,0.482939,4.76585,2.472374,0.832973,1.0883,0.560349,7.299116,3.036081,1.041305,0.591041,0.299776,6.374487,3.488232,1.260765,0.678119,0.441472,4.256898,2.438974,0.614777,0.584063,0.322797,10.943157,5.254465,0.691877,0.838023,0.393582,4.355338,1.823456,0.525703,0.407637,0.315797
4.52573,3.907699,0.690426,0.478147,0.298935,4.894149,3.613449,0.772052,0.373985,0.191089,6.08447,3.655644,0.568616,0.50163,0.268608,2.740744,1.626509,0.400319,0.209085,0.184711,5.229845,4.141339,1.294818,1.052565,0.471406,2.333932,1.731457,0.505604,0.904262,0.4196,6.95987,3.712834,0.924623,1.137245,0.510051,3.29347,2.47353,0.626807,0.552704,0.278318,9.303501,5.336076,1.225429,0.738088,0.455166,6.288851,3.974533,0.663208,0.656054,0.319294,13.722593,7.217677,0.63367,0.972782,0.411678,5.857851,2.991932,0.545598,0.476315,0.314997
6.964121,5.555355,0.766256,0.533441,0.301589,7.670528,5.42676,0.951946,0.472897,0.210788,9.071814,5.644257,0.686417,0.59615,0.283659,4.05967,2.497441,0.488751,0.218566,0.182278,7.685451,4.798543,1.307415,0.977049,0.448057,3.35199,2.461094,0.570139,0.852898,0.367863,10.120458,5.489682,0.962854,1.115583,0.473851,4.478976,3.006791,0.568966,0.599897,0.273076,13.573444,7.800686,1.141985,0.799828,0.45821,9.30617,6.039148,0.711206,0.72211,0.320995,17.773571,9.498318,0.590439,1.101756,0.429494,8.060575,4.606395,0.561328,0.55517,0.316569
9.743338,7.25604,0.820651,0.579902,0.303295,11.199184,7.569315,1.100863,0.570221,0.240899,12.584316,7.861173,0.794071,0.672812,0.29688,5.616032,3.524083,0.549967,0.225291,0.181598,10.528948,5.34868,1.298736,0.862389,0.439989,4.566401,3.247171,0.581614,0.755997,0.336668,13.642536,7.483949,0.927868,1.021782,0.458443,5.562966,3.563072,0.488059,0.608475,0.272426,18.566957,10.466874,1.036971,0.842759,0.449474,12.768148,8.265056,0.745437,0.760578,0.32528,23.170199,11.769812,0.578128,1.177707,0.443036,10.561155,6.410683,0.568366,0.619197,0.319199
